,name,size,latency,readRate,writeRate,Price,RAMmark
386,Mushkin 99[2/7/4]031 8GB,8,26.0,14.4,9.4,73.9,798.8909243769539
387,Mushkin 99[2/7]177 4GB,4,27.0,14.4,9.8,65.9,769.604897590985
388,Mushkin 99[2/7]218 8GB,8,28.0,11.9,5.8,102.9,740.7488078525856
389,Mushkin 991573 (996573) 2GB,2,27.0,13.0,7.1,14.0,768.603143563685
390,Mushkin 991586 2GB,2,26.0,13.8,7.9,9.9,798.3648968652539
391,Mushkin 991586 (996586) 2GB,2,65.0,6.7,5.4,14.0,320.1802209128615
392,Mushkin 991768 (996768) 2GB,2,26.0,12.8,8.3,21.9,798.3061420332539
393,Mushkin 991769 (996769) 4GB,4,26.0,13.2,8.3,18.8,798.3747726660538
394,Mushkin 991770 4GB,4,26.0,13.0,8.2,20.9,798.3122519121538
395,Mushkin 991770 (996770) 4GB,4,26.0,12.4,6.7,20.0,797.7862244004539
396,Mushkin 991770 (998770) 4GB,4,28.0,12.2,7.2,72.8,741.1951569521856
397,Mushkin 991776 (996776) 4GB,4,23.0,14.3,9.1,71.9,902.3242256850999
398,Mushkin 991776 (998776) 4GB,4,24.0,12.7,7.2,129.9,864.1261337684832
399,Mushkin 991981 (996981) 4GB,4,34.75,14.3,9.4,62.9,599.0038971756575
400,Mushkin 991981 (998981) 4GB,4,32.75,13.8,11.5,160.9,635.7790667929548
401,Mushkin 991982 (996982) 4GB,4,25.0,13.1,8.3,79.9,830.1083714266999
402,Mushkin 991988 (996988) 4GB,4,23.0,14.0,8.9,77.9,902.2163418355
403,Mushkin 991990 (996990) 4GB,4,21.0,15.5,11.2,102.9,988.5799542233808
404,Mushkin 991991 (996991) 4GB,4,21.0,14.5,11.3,109.9,988.4365830788807
405,Mushkin 991995 (996995) 4GB,4,25.0,13.9,8.9,88.7,830.4148653173
406,Mushkin 991996 (996996) 4GB,4,20.0,16.8,11.7,49.9,1038.0821063776
407,Mushkin 991997 (996997) 4GB,4,21.0,16.3,11.6,79.9,988.8300372389808
408,Mushkin 992000 (997000) 4GB,4,21.0,12.7,7.6,160.7,987.0841440437808
409,Mushkin 992002 (997002) 4GB,4,25.0,13.8,8.4,29.9,830.2566804715999
410,Mushkin 992005 (997005) 4GB,4,24.0,14.4,9.2,44.8,864.9819227078833
411,Mushkin 992006 (997006) 4GB,4,23.0,13.7,8.1,55.9,901.9392253609
412,Mushkin 992007 (997007) 4GB,4,22.0,15.4,10.2,49.9,943.6097645446182
413,Mushkin 992008 (997008) 4GB,4,24.0,14.2,10.1,74.9,865.2014563289832
414,Mushkin 992015 (997015) 4GB,4,22.0,16.1,11.2,89.9,944.0119225270181
415,Mushkin 992017 (997017) 8GB,8,28.0,12.9,7.6,31.7,741.4280823095856
416,Mushkin 992018 (997018) 8GB,8,26.0,13.5,8.3,62.3,798.4262456406539
417,Mushkin 992019 (997019) 8GB,8,29.0,6.7,3.6,31.7,713.8198440993999
418,Mushkin 992020 (997020) 8GB,8,29.0,10.3,6.4,31.7,715.2272720445999
419,Mushkin 992028 8GB,8,26.0,13.3,9.5,31.7,798.7303955742539
420,Mushkin 992029 2GB,2,73.0,6.2,4.5,16.4,285.0452341842562
421,Mushkin 992030 4GB,4,26.0,13.6,9.4,34.9,798.7536631113538
422,Mushkin 992030 (997030) 4GB,4,26.0,13.6,8.6,19.1,798.5280196113538
423,Mushkin 992031 8GB,8,26.0,12.4,8.5,28.9,798.2939222754538
424,Mushkin 992038 8GB,8,42.5,9.6,5.5,28.9,488.7982383026411
425,Mushkin 992043 (997043) 4GB,4,25.0,14.8,9.0,52.9,830.5974896786
426,Mushkin 992046 (997046) 4GB,4,22.0,15.7,10.1,55.9,943.6330320817182
427,Mushkin 992050 (997050) 8GB,8,25.0,14.1,8.5,119.9,830.3363588836999
428,Mushkin 992052 (997052) 4GB,4,25.0,13.5,9.7,94.9,830.5718781845
429,Mushkin 992055 (997055) 8GB,8,26.0,12.7,7.5,95.9,798.0633408750539
430,Mushkin 992066 (997066) 4GB,4,75.0,5.1,4.0,43.9,277.1764803648667
431,Mushkin 992067 (997067) 8GB,8,26.0,13.6,9.3,92.8,798.7254576738538
432,Mushkin 992069 (997069) 8GB,8,24.0,14.4,9.4,99.7,865.0383335828833
433,Mushkin 992070 (997070) 8GB,8,23.0,15.2,10.1,87.9,902.7606989838998
434,Mushkin 992071 (997071) 8GB,8,21.0,17.5,11.7,144.9,989.0641345748809
435,Mushkin 992072 (997072) 8GB,8,24.0,14.9,10.6,82.9,865.4625871238833
436,Mushkin 992073 (997073) 8GB,8,23.0,15.4,10.5,90.9,902.9078360502999
437,Mushkin 992074 (997074) 8GB,8,26.0,12.1,7.2,32.9,797.8757786133538
438,Mushkin 992083 (997083) 4GB,4,23.0,17.4,10.7,62.9,903.3074000892999
439,Mushkin 992084 (997084) 4GB,4,20.0,17.7,12.3,89.9,1038.4057579264002
440,Mushkin 992092 (997092) 4GB,4,22.0,15.5,10.2,54.9,943.6269222028183
441,Mushkin 992093 (997093) 4GB,4,26.0,13.5,8.7,53.7,798.5390673906538
442,Mushkin 992099 8GB,8,27.0,11.9,9.3,50.9,769.0349289484851
443,Mushkin 992102 (997102) 8GB,8,31.66666667,16.4,10.1,169.9,657.3886578715918
444,Mushkin 992103 (997103) 8GB,8,24.0,13.7,8.9,162.9,864.7772027879834
445,Mushkin 992104 (997104) 8GB,8,23.0,15.2,10.1,178.9,902.7606989838998
446,Mushkin 992105 (997105) 8GB,8,25.0,14.6,9.8,159.9,830.7888178622
447,Mushkin 992110 (997110) 8GB,8,26.0,14.6,9.7,52.4,799.0098560058539
448,Mushkin 992112 (997112) 8GB,8,65.0,6.6,3.7,43.6,319.68357081716147
449,Mushkin 992121 (997121) 8GB,8,23.0,16.3,11.2,124.9,903.2596930365999
450,Mushkin 992122 (997122) 8GB,8,25.0,15.2,9.4,114.9,830.7789420613999
451,Mushkin 992123 (997123) 8GB,8,22.0,17.5,12.0,95.9,944.4777732418182
452,Mushkin 992124 (997124) 8GB,8,29.75,17.1,11.7,87.9,699.9480015296159
453,Mushkin 992125 (997125) 8GB,8,25.0,14.8,9.7,91.9,830.7949277411
454,Mushkin 992164 (997164) 4GB,4,21.0,18.3,11.8,52.9,989.2296012779808
455,Mushkin 993982 4GB,4,67.0,6.4,5.1,209.9,310.56629388879253
456,Mushkin 993988 4GB,4,23.0,14.5,13.2,76.4,903.5149639389999
457,Mushkin 993995 4GB,4,25.0,13.7,9.6,84.5,830.5779880634
458,Mushkin 993996 4GB,4,22.0,13.7,11.5,105.9,943.6847550427182
459,Mushkin 993997 4GB,4,24.0,13.9,10.4,179.9,865.2345996668834
460,Mushkin 993999 4GB,4,24.0,14.7,10.5,179.9,865.4000663699833
461,Mushkin 994007 4GB,4,24.0,13.2,11.0,99.9,865.2837286844832
462,Mushkin 994015 4GB,4,27.0,13.1,10.3,169.9,769.5228752218851
463,Mushkin 994018 8GB,8,29.0,11.0,10.0,187.9,716.3627714019998
464,Mushkin 994031 8GB,8,25.0,12.9,7.3,159.9,829.7920017352999
465,Mushkin 994043 4GB,4,26.0,14.6,9.3,95.9,798.8970342558539
466,Mushkin 994046 4GB,4,22.0,17.3,11.0,110.9,944.1614035504182
467,Mushkin 994050 8GB,8,24.0,14.2,10.0,239.9,865.1732508914832
468,Mushkin 994052 4GB,4,20.0,17.1,11.7,129.9,1038.1335793521998
469,Mushkin 994055 8GB,8,28.0,12.9,9.1,216.9,741.8511638720856
470,Mushkin 994069 8GB,8,35.25,14.6,9.7,179.8,590.7158865914375
471,Mushkin 994070 8GB,8,24.0,15.2,10.5,177.9,865.4858546609833
472,Mushkin 994071 8GB,8,23.0,17.5,11.5,204.9,903.5502012474999
473,Mushkin 994072 8GB,8,25.0,15.8,10.4,169.9,831.1639423856
474,Mushkin 994074 8GB,8,26.0,14.7,9.6,179.8,798.9988082265538
475,Mushkin 994083 4GB,4,21.0,16.1,11.7,124.9,988.8239273600808
476,Mushkin 994084 4GB,4,20.0,16.7,12.7,149.9,1038.3470030944002
477,Mushkin 994092 4GB,4,23.0,15.0,10.8,114.9,902.9238217299999
478,Mushkin 994093 4GB,4,20.0,17.0,12.3,106.4,1038.285654319
479,Mushkin 994102 8GB,8,27.0,14.2,9.8,329.9,769.570582274585
480,Mushkin 994104 8GB,8,25.0,12.8,11.0,349.9,830.8184452646
481,Mushkin 994105 8GB,8,22.0,14.0,12.1,294.9,943.9054606423182
482,Mushkin 994121 8GB,8,30.0,11.8,10.2,206.9,692.8346140342667
483,Mushkin 994122 8GB,8,23.0,17.1,11.5,234.9,903.4815706146999
484,Mushkin 994122R 8GB,8,22.0,15.8,12.5,379.9,944.3271202399181
485,Mushkin 994123 8GB,8,24.0,15.1,11.2,179.8,865.6661350652832
486,Mushkin 994125R 8GB,8,28.0,13.3,9.4,170.9,742.0044108173856
487,Mushkin 994132 8GB,8,23.0,15.2,10.5,145.5,902.8735207338999
488,Mushkin 994136 8GB,8,42.0,7.3,6.7,207.2,494.52302746229043
489,Mushkin 996969 4GB,4,27.0,15.0,8.8,74.9,769.425789165185
490,Mushkin 998991 4GB,4,70.0,6.5,5.3,164.9,297.4385884312142
491,Mushkin 998995 4GB,4,22.0,14.8,9.9,79.8,943.4222022829182
492,Mushkin 999000 4GB,4,23.0,13.0,11.6,139.2,902.8063120659999
493,Mushkin 999002 4GB,4,26.0,8.7,4.7,99.8,796.5872822970538
494,Mushkin 999051 4GB,4,52.0,8.1,6.4,135.9,400.0793735497769
495,Patriot Memory (PDP Systems) 1333EL Series 4GB,4,37.66666667,13.8,8.1,59.9,552.5636805546831
496,Patriot Memory (PDP Systems) 1600EL Series 4GB,4,25.0,13.3,8.7,26.9,830.2555084930999
497,Patriot Memory (PDP Systems) 1600LL Series 4GB,4,40.8,14.3,9.3,47.9,510.9097800319138
498,Patriot Memory (PDP Systems) 2000LL Series 2GB,2,61.0,6.6,5.4,35.7,340.98323139816716
499,Patriot Memory (PDP Systems) 2133C9 Series 4GB,4,22.0,16.3,12.3,242.1,944.3564976559181
500,Patriot Memory (PDP Systems) 2133C11 Series 4GB,4,30.33333333,15.7,9.8,178.1,685.831237119584
501,Patriot Memory (PDP Systems) 2400C9 Series 2GB,2,18.0,18.6,13.9,109.9,1153.6669731404777
502,Patriot Memory (PDP Systems) 2400C10 Series 8GB,8,37.0,14.7,8.9,299.9,562.8160184023595
503,Patriot Memory (PDP Systems) 2400C11 Series 4GB,4,23.0,15.7,10.8,49.9,903.0439253374
504,Patriot Memory (PDP Systems) PSD32G13332 2GB,2,25.0,13.5,8.6,22.9,830.2616183719999
505,Patriot Memory (PDP Systems) PSD32G133381 2GB,2,26.0,12.9,7.5,23.9,798.0976561914539
506,Patriot Memory (PDP Systems) PSD32G160081 2GB,2,28.0,13.8,8.0,22.1,741.6953229833856
507,Patriot Memory (PDP Systems) PSD34G1600L81S 4GB,4,31.0,12.4,7.7,17.9,670.0410351510742
508,Patriot Memory (PDP Systems) PSD34G13332 4GB,4,38.0,12.0,8.1,18.9,547.4486034280789
509,Patriot Memory (PDP Systems) PSD34G16002 4GB,4,26.0,13.6,9.2,41.9,798.6972522363538
510,Patriot Memory (PDP Systems) PSD34G133381 4GB,4,27.0,12.7,7.3,65.5,768.608081464085
511,Patriot Memory (PDP Systems) PSD34G160081 4GB,4,27.0,13.7,8.1,17.9,769.0053015460851
512,Patriot Memory (PDP Systems) PSD38G1600L2 8GB,8,26.0,14.5,9.1,69.9,798.8234657226539
513,Patriot Memory (PDP Systems) PSD38G1600L2S 8GB,8,30.0,12.4,8.8,69.9,692.5426838584667
514,Patriot Memory (PDP Systems) PSD38G13332 8GB,8,27.0,11.5,6.9,36.7,768.2893678156851
515,Patriot Memory (PDP Systems) PSD38G13332S 8GB,8,28.0,10.9,7.5,31.9,741.0567237080857
516,Patriot Memory (PDP Systems) PSD38G16002 8GB,8,39.55555556,12.2,7.5,28.9,525.955622532507
517,Patriot Memory (PDP Systems) PSD38G16002S 8GB,8,28.0,12.8,9.1,56.9,741.8340062138857
518,PNY Electronics PNY 2GB,2,27.0,13.8,8.4,52.3,769.107075516785
519,Samsung M378B1G73BH0-CK0 8GB,8,36.75,12.7,8.3,84.9,566.0980785909748
520,Samsung M378B1G73CB0-CK0 8GB,8,37.0,14.2,9.3,45.5,562.8430518613595
521,Samsung M378B1G73DB0-CK0 8GB,8,42.5,12.8,8.6,68.7,490.22165192754113
522,Samsung M378B1G73EB0-CK0 8GB,8,39.0,13.6,8.8,38.0,533.9947936626359
523,Samsung M378B1G73QH0-CK0 8GB,8,40.92307692,14.2,8.9,45.5,509.25849801735575
524,Samsung M378B2873FH0-CH9 1GB,1,27.0,12.0,6.7,28.9,768.318745231685
525,Samsung M386B2K70DM0-YH90 16GB,16,35.0,9.2,9.1,99.0,593.8021042883285
526,Samsung M386B4G70BM0-YH92 32GB,32,38.0,8.7,3.8,159.3,545.6695668949789
527,Samsung M386B4G70DM0-CMA4 32GB,32,40.0,8.4,7.3,102.0,519.45003203255
528,Samsung M386B4G70DM0-YK03 32GB,32,33.0,10.9,7.6,109.9,629.4074850316788
529,Samsung M386B4G70DM0-YK04 32GB,32,34.0,8.2,9.4,326.4,611.0579941635764
530,Samsung M391B1G73BH0-CK0 8GB,8,26.0,13.9,9.1,60.2,798.7205197734539
531,Samsung M391B1G73BH0-YK0 8GB,8,30.0,11.3,6.2,118.5,691.6206082432667
532,Samsung M391B1G73EB0-YK0 8GB,8,33.0,9.5,8.2,99.9,629.3365104418788
533,Samsung M391B1G73QH0-CMA 8GB,8,30.0,10.9,9.1,97.5,692.3699352979667
534,Samsung M391B1G73QH0-YK0 8GB,8,27.0,14.4,9.4,99.0,769.4920758409851
535,Samsung M391B2873EH1-CF8 1GB,1,29.0,9.8,6.6,35.6,715.1978946285999
536,Samsung M391B2873FH0-CH9 1GB,1,65.0,6.5,4.7,99.0,319.9484675339615
537,Samsung M391B5173QH0-CMA 4GB,4,29.0,12.9,10.1,21.0,716.7169723452998
538,Samsung M391B5173QH0-YK0 4GB,4,30.0,11.7,8.7,69.0,692.3943748135666
539,Samsung M391B5273BH1-CH9 4GB,4,64.0,6.2,3.4,30.7,324.49137956230624
540,Samsung M391B5273CH0-CH9 4GB,4,27.0,13.4,8.4,34.5,769.038444883985
541,Samsung M391B5273CH0-YH9 4GB,4,28.0,11.7,10.8,30.7,742.1247644111857
542,Samsung M391B5273DH0-CH9 4GB,4,27.0,13.4,8.5,26.0,769.066650321485
543,Samsung M391B5273DH0-CK0 4GB,4,27.0,12.7,8.9,24.0,769.0593684640851
544,Samsung M391B5273DH0-YH9 4GB,4,30.0,12.9,8.5,44.0,692.5438558369666
545,Samsung M391B5273DH0-YK0 4GB,4,29.0,10.7,10.5,33.2,716.4523256148999
546,Samsung M391B5673EH1-CH9 2GB,2,26.0,12.8,9.0,14.0,798.5035800957539
547,Samsung M391B5673FH0-CH9 2GB,2,28.0,13.3,8.5,15.9,741.7505618798856
548,Samsung M391B5773CH0-CH9 2GB,2,31.0,9.2,8.6,8.0,669.745839026174
549,Samsung M391B5773DH0-CK0 2GB,2,28.0,11.0,9.8,99.0,741.7226064287855
550,Samsung M391B5773DH0-YH9 2GB,2,28.0,14.5,8.0,20.9,741.8154265907856
551,Samsung M392B1K70CM0-CH9 8GB,8,27.0,11.1,7.5,139.8,768.3899698078851
552,Samsung M392B1K70CM0-YH9 8GB,8,39.66666667,11.0,10.0,45.0,524.9933904507154
553,Samsung M392B1K70DM0-CK0 8GB,8,27.0,11.1,10.2,39.9,769.1515166203851
554,Samsung M392B5170EM1-CH9 4GB,4,29.0,10.5,7.5,45.0,715.5718471734999
555,Samsung M392B5270CH0-YH9 4GB,4,30.0,11.3,8.3,25.8,692.2129224307666
556,Samsung M393B1G70BH0-CK0 8GB,8,42.0,10.6,9.3,35.6,495.8225715578904
557,Samsung M393B1G70BH0-YK0 8GB,8,58.0,8.7,6.5,24.0,359.15351232589995
558,Samsung M393B1G70QH0-CMA 8GB,8,43.0,10.8,8.0,38.1,484.0627567890883
559,Samsung M393B1G70QH0-YK0 8GB,8,30.0,10.6,10.2,23.3,692.6287221358667
560,Samsung M393B1G73BH0-YH9 8GB,8,33.0,9.5,8.4,55.3,629.3929213168788
561,Samsung M393B1G73QH0-CMA 8GB,8,40.0,11.4,10.2,99.0,520.78271946605
562,Samsung M393B1G73QH0-YK0 8GB,8,33.0,9.4,5.9,99.0,628.6706277211787
563,Samsung M393B1K70BH1-CH9 8GB,8,36.0,9.4,8.1,19.9,577.1750067596888
564,Samsung M393B1K70CH0-CH9 8GB,8,30.0,10.3,7.7,30.4,691.8721132237666
565,Samsung M393B1K70CH0-YH9 8GB,8,34.0,9.6,7.5,29.2,610.7622980658764
566,Samsung M393B1K70CHD-CH9 8GB,8,31.0,9.6,8.0,31.6,669.6452370339741
567,Samsung M393B1K70CHD-YH9 8GB,8,29.0,12.2,9.1,29.5,716.3148143628999
568,Samsung M393B1K70DH0-CH9 8GB,8,31.0,9.9,8.1,27.9,669.7249154460742
569,Samsung M393B1K70DH0-CK0 8GB,8,65.0,8.2,6.9,34.9,320.8606673483615
570,Samsung M393B1K70DH0-YH9 8GB,8,45.66666667,9.6,7.6,23.9,455.7175733439936
571,Samsung M393B1K70DH0-YK0 8GB,8,41.66666667,11.2,9.3,19.5,499.85656350027506
572,Samsung M393B1K70EB0-CH9 8GB,8,53.0,7.5,7.9,30.4,392.9111232152358
573,Samsung M393B1K70PH0-YK0 8GB,8,31.0,10.1,9.7,99.0,670.2105177624741
574,Samsung M393B1K70QB0-YK0 8GB,8,30.0,9.8,8.1,157.9,691.8991466827666
575,Samsung M393B2G70AH0-YH9 16GB,16,64.0,6.5,6.0,45.5,325.2761939119062
576,Samsung M393B2G70BH0-CH9 16GB,16,33.0,8.0,7.3,45.5,628.8252966313787
577,Samsung M393B2G70BH0-CK0 16GB,16,53.6,8.8,7.5,40.9,388.6624397984656
578,Samsung M393B2G70BH0-YH9 16GB,16,38.0,9.3,7.9,45.0,546.9289357816789
579,Samsung M393B2G70BH0-YK0 16GB,16,33.0,10.0,8.0,33.9,629.3658878578788
580,Samsung M393B2G70DB0-CK0 16GB,16,31.0,10.1,10.0,99.0,670.295134074974
581,Samsung M393B2G70DB0-CMA 16GB,16,54.0,9.3,7.7,60.9,385.9525118676925
582,Samsung M393B2G70DB0-YK0 16GB,16,40.0,8.4,7.0,57.6,519.36541572005
583,Samsung M393B2G70EB0-CMA 16GB,16,34.0,10.7,5.0,76.0,610.2458963685764
584,Samsung M393B2G70QH0-CK0 16GB,16,32.0,11.0,8.9,99.0,649.3348660973124
585,Samsung M393B2G70QH0-CMA 16GB,16,34.0,10.5,8.8,99.9,611.2833876771764
586,Samsung M393B2G70QH0-YK0 16GB,16,39.0,8.8,6.5,99.0,532.5225010065359
587,Samsung M393B2K70CM0-CF8 16GB,16,33.0,7.2,3.5,59.9,627.6162287407788
588,Samsung M393B2K70CM0-YF8 16GB,16,41.0,9.1,6.8,77.2,506.8449671888829
589,Samsung M393B2K70DM0-CF8 16GB,16,34.0,6.7,3.2,19.0,609.0518921655763
590,Samsung M393B2K70DMB-YH9 16GB,16,44.0,8.0,6.5,50.0,472.2512313719091
591,Samsung M393B4G70BM0-YH9 32GB,32,41.0,9.2,6.6,97.5,506.8057139720829
592,Samsung M393B5170DZ1-CH9 4GB,4,31.0,9.5,9.0,21.5,669.9101337507742
593,Samsung M393B5170EH1-CF8 4GB,4,33.0,9.6,8.4,12.9,629.4100789750787
594,Samsung M393B5170EH1-CH9 4GB,4,52.0,10.0,8.6,8.7,401.02588868057694
595,Samsung M393B5170FH0-CH9 4GB,4,31.0,10.0,8.8,24.9,669.9395111667742
596,Samsung M393B5170FH0-YH9 4GB,4,33.0,8.6,6.5,99.0,628.7025990805788
597,Samsung M393B5170FHD-CF8 4GB,4,34.0,6.6,3.3,99.0,609.0629399448763
598,Samsung M393B5170FHD-CH9 4GB,4,32.0,10.7,8.2,21.5,649.0859550602124
599,Samsung M393B5170GB0-CH9 4GB,4,42.66666667,11.4,8.7,59.8,488.1127758778701
600,Samsung M393B5270CH0-CH9 4GB,4,35.0,10.0,8.3,25.8,593.7137220539284
601,Samsung M393B5270DH0-CK0 4GB,4,35.0,8.5,7.9,27.0,593.3435354309285
602,Samsung M393B5270DH0-YH9 4GB,4,48.33333333,8.1,6.9,24.9,430.32887668114773
603,Samsung M393B5270DH0-YK0 4GB,4,28.0,10.8,9.3,20.9,741.5472639248857
604,Samsung M393B5273CH0-CH9 4GB,4,61.0,8.5,6.8,44.0,341.70410302896715
605,Samsung M393B5273DH0-YK0 4GB,4,34.0,8.5,7.6,26.0,610.6017692631764
606,Samsung M471B1G73BH0-YK0 8GB,8,40.5,12.1,7.8,34.0,513.8561420573234
607,Samsung M471B1G73CB0-CK0 8GB,8,29.0,12.4,8.5,136.9,716.1798970542999
608,Samsung M471B1G73CB0-YK0 8GB,8,30.0,11.3,8.0,124.9,692.1283061182667
609,Samsung M471B1G73DB0-YK0 8GB,8,44.69565217,11.8,8.3,49.9,466.11060488604056
610,Samsung M471B1G73EB0-YK0 8GB,8,46.11111111,11.6,7.8,31.7,451.76121622252697
611,Samsung M471B5173BH0-CK0 4GB,4,31.0,11.5,7.3,19.0,669.7737944772741
612,Samsung M471B5173BH0-YK0 4GB,4,43.33333333,11.9,8.0,18.6,480.55954264512775
613,Samsung M471B5173CB0-YK0 4GB,4,37.0,12.5,8.3,19.0,562.2693172969595
614,Samsung M471B5173DB0-YK0 4GB,4,42.13333333,12.7,8.3,27.5,494.34582565744626
615,Samsung M471B5173EB0-YK0 4GB,4,42.25,12.4,8.2,14.3,492.9135711663562
616,Samsung M471B5173QH0-YK0 4GB,4,43.125,11.6,8.1,40.0,482.83705452203327
617,Samsung M471B5273CH0-CF8 4GB,4,31.0,6.6,3.6,30.7,667.8894680379742
618,Samsung M471B5273CH0-CH9 4GB,4,41.5,11.2,7.4,21.0,501.3098642440024
619,Samsung M471B5273CH0-CK0 4GB,4,38.75,12.0,8.2,20.0,536.9650983364193
620,Samsung M471B5273CH0-YK0 4GB,4,29.0,12.1,8.3,19.0,716.0720132046998
621,Samsung M471B5273DH0-CH9 4GB,4,45.76923077,8.8,5.3,32.7,453.91886586496696
622,Samsung M471B5273DH0-CK0 4GB,4,38.5,12.3,8.1,16.8,540.4467641428532
623,Samsung M471B5273EB0-CK0 4GB,4,28.0,12.5,8.4,20.0,741.5850951767856
624,Samsung M471B5673EH1-CH9 2GB,2,28.0,11.7,8.5,10.0,741.4760393486856
625,Samsung M471B5673FH0-CF8 2GB,2,30.0,10.6,6.8,14.9,691.6697372608667
626,Samsung M471B5673FH0-CH9 2GB,2,39.66666667,10.8,8.0,9.9,524.3949663843156
627,Samsung M471B5674QH0-YK0 2GB,2,38.0,7.2,3.0,20.9,545.1865585219788
628,Samsung M471B5773CHS-CH9 2GB,2,31.0,9.8,6.7,9.9,669.3128816628741
629,Samsung M471B5773DH0-CH9 2GB,2,42.72727273,11.2,7.4,74.7,487.02568643437763
630,Samsung M471B5773DH0-CK0 2GB,2,27.0,12.2,7.8,9.0,768.6633203605851
631,Transcend Information TX2400KLU-4GK 2GB,2,18.0,17.9,12.1,83.1,1153.0391716580775
