AMD Ryzen 3 2200G,AMD Ryzen Processors,AMD Ryzen 3 Desktop Processors with Radeon™ Vega Graphics,Desktop,2/12/2018,4,4,8,,3.5GHz,3.7GHz,,384KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0 x8,Wraith Stealth,65W,46-65W,95°C,2993MHz,,2,,1100 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 3 2200G,139.66,139.6,6758,48.39,2065,14.78,65,103.96,18-Feb,AM4,Desktop,18-Feb,2/1/2018
AMD Ryzen 5 2400G,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors with Radeon™ Vega Graphics,Desktop,2/12/2018,4,8,11,,3.6GHz,3.9GHz,,384KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0 x8,Wraith Stealth,65W,46-65W,95°C,2933MHz,,2,,1250 MHz,,Radeon™ RX Vega 11 Graphics,11,Yes,Yes,,,AMD Ryzen 5 2400G,259.98,259.9,8853,34.05,2188,8.41,65,136.2,18-Feb,AM4,Desktop,18-Feb,2/1/2018
AMD EPYC 7551P,AMD EPYC,AMD EPYC 7001 Series,Server,,32,64,,,2GHz,3GHz,2.55GHz,,,64MB,,,SP3,1P,PCIe 3.0 x128,,180W,,,2666MHz,DDR4,8,170.60 GB/s,,,,,,,,,AMD EPYC 7551P,"2,034.08",2034,23581,11.59,1533,0.75,180,131.01,18-Mar,SP3,Server,18-Mar,3/1/2018
AMD Ryzen 3 PRO 2200G,AMD Ryzen PRO Processors,AMD Ryzen 3 PRO Desktop Processors with Radeon™ Vega Graphics,Desktop,5/10/2018,4,4,8,12 (4 CPU + 8 GPU),3.5GHz,3.7GHz,,348KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0,Wraith Stealth,65W,46-65W,95°C,2933MHz,,2,,1100 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 3 PRO 2200G,NA,0,6619,NA,2148,NA,65,101.83,18-Mar,AM4,Desktop,18-Mar,3/1/2018
AMD Ryzen 5 2600,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors,Desktop,4/19/2018,6,12,,,3.4GHz,3.9GHz,,576KB,3MB,16MB,Yes,12nm FinFET,AM4,,PCIe 3.0 x16,Wraith Stealth,65W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 5 2600,157.95,157.9,13285,84.11,2268,14.36,65,204.38,18-Apr,AM4,Desktop,18-Apr,4/1/2018
AMD Ryzen 5 2600X,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors,Desktop,4/19/2018,6,12,,,3.6GHz,4.2GHz,,576KB,3MB,16MB,Yes,12nm FinFET,AM4,,PCIe 3.0 x16,Wraith Spire,95W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 5 2600X,198.45,198.4,14112,71.11,2417,12.18,95,148.55,18-Apr,AM4,Desktop,18-Apr,4/1/2018
AMD Ryzen 7 2700,AMD Ryzen Processors,AMD Ryzen 7 Desktop Processors,Desktop,4/19/2018,8,16,,,3.2GHz,4.1GHz,,768KB,4MB,16MB,Yes,12nm FinFET,AM4,,PCIe 3.0 x16,Wraith Spire with RGB LED,65W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 7 2700,249.99,249.9,15861,63.45,2227,8.91,65,244.02,18-Apr,AM4,Desktop,18-Apr,4/1/2018
AMD Ryzen 7 2700X,AMD Ryzen Processors,AMD Ryzen 7 Desktop Processors,Desktop,4/19/2018,8,16,,,3.7GHz,4.3GHz,,768KB,4MB,16MB,Yes,12nm FinFET,AM4,,PCIe 3.0 x16,Wraith Prism with RGB LED,105W,,85°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 7 2700X,301.24,301.2,17583,58.37,2443,8.11,105,167.46,18-Apr,AM4,Desktop,18-Apr,4/1/2018
AMD Athlon PRO 200GE,AMD Athlon PRO Processors,AMD Athlon PRO Desktop Processors with Radeon™ Vega Graphics,Desktop,,2,4,3,5 (2 CPU + 3 GPU),3.2GHz,,,192KB,1MB,4MB,No,14nm,AM4,,PCIe 3.0,,35W,,95°C,2667MHz,,2,,1000 MHz,,Radeon™ Vega 3 Graphics,3,Yes,Yes,,,AMD Athlon PRO 200GE,NA,0,4019,NA,1768,NA,35,114.82,18-May,AM4,Desktop,18-May,5/1/2018
AMD Ryzen 3 PRO 2200GE,AMD Ryzen PRO Processors,AMD Ryzen 3 PRO Desktop Processors with Radeon™ Vega Graphics,Desktop,5/10/2018,4,4,8,,3.2GHz,3.6GHz,,384KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0 x8,Not included,35W,n/aW,95°C,2933MHz,,2,,1100 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 3 PRO 2200GE,NA,0,6248,NA,2093,NA,35,178.5,18-May,AM4,Desktop,18-May,5/1/2018
AMD Ryzen 3 PRO 2300U,AMD Ryzen PRO Processors,AMD Ryzen 3 PRO Mobile Processors with Radeon™ Vega Graphics,Laptop,Q1 2019,4,4,6,,2GHz,3.4GHz,,384KB,2MB,4MB,No,14nm,FP5,,PCIe 3.0,n/a,15W,12-25W,95°C,2400MHz,,2,,1100 MHz,,Radeon™ Vega 6 Graphics,6,Yes,Yes,,,AMD Ryzen 3 PRO 2300U,NA,0,5788,NA,1761,NA,15,385.84,18-May,FP5,Laptop,18-May,5/1/2018
AMD Ryzen 5 PRO 2400G,AMD Ryzen PRO Processors,AMD Ryzen 5 PRO Desktop Processors with Radeon™ Vega Graphics,Desktop,5/10/2018,4,8,11,15 (4 CPU + 11 GPU),3.6GHz,3.9GHz,,384KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0,Wraith Stealth,65W,46-65W,95°C,2933MHz,,2,,1250 MHz,,Radeon™ Vega 11 Graphics,11,Yes,Yes,,,AMD Ryzen 5 PRO 2400G,NA,0,8584,NA,2218,NA,65,132.07,18-May,AM4,Desktop,18-May,5/1/2018
AMD Ryzen 5 PRO 2400GE,AMD Ryzen PRO Processors,AMD Ryzen 5 PRO Desktop Processors with Radeon™ Vega Graphics,Desktop,5/10/2018,4,8,11,,3.2GHz,3.8GHz,,384KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0 x8,Not included,35W,n/aW,95°C,2933MHz,,2,,1250 MHz,,Radeon™ Vega 11 Graphics,11,Yes,Yes,,,AMD Ryzen 5 PRO 2400GE,NA,0,7672,NA,2217,NA,35,219.19,18-May,AM4,Desktop,18-May,5/1/2018
AMD Ryzen 5 PRO 2500U,AMD Ryzen PRO Processors,AMD Ryzen 5 PRO Mobile Processors with Radeon™ Vega Graphics,Laptop,Q1 2019,4,8,8,,2GHz,3.6GHz,,384KB,2MB,4MB,No,14nm,FP5,,PCIe 3.0,n/a,15W,12-25W,95°C,2400MHz,,2,,1100 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 5 PRO 2500U,NA,0,6561,NA,1999,NA,15,437.37,18-May,FP5,Laptop,18-May,5/1/2018
AMD Ryzen 7 PRO 2700U,AMD Ryzen PRO Processors,AMD Ryzen 7 PRO Mobile Processors with Radeon™ Vega Graphics,Laptop,Q1 2019,4,8,10,,2.2GHz,3.8GHz,,384KB,2MB,4MB,No,14nm,FP5,,PCIe 3.0,n/a,15W,12-25W,95°C,2400MHz,,2,,1300 MHz,,Radeon™ Vega 10 Graphics,10,Yes,Yes,,,AMD Ryzen 7 PRO 2700U,NA,0,7346,NA,2019,NA,15,489.73,18-May,FP5,Laptop,18-May,5/1/2018
AMD Ryzen 5 2400GE,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors with Radeon™ Vega Graphics,Desktop,4/19/2018,4,8,11,,3.2GHz,3.8GHz,,384KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0 x8,Not included,35W,,95°C,2933MHz,,2,,1250 MHz,,Radeon™ RX Vega 11 Graphics,11,Yes,Yes,,,AMD Ryzen 5 2400GE,NA,0,7500,NA,2111,NA,35,214.29,18-Jun,AM4,Desktop,18-Jun,6/1/2018
AMD Ryzen 3 2300U,AMD Ryzen Processors,AMD Ryzen 3 Mobile Processors with Radeon™ Vega Graphics,Laptop,1/8/2018,4,4,6,,2GHz,3.4GHz,,384KB,2MB,4MB,No,14nm,FP5,,PCIe 3.0,n/a,15W,12-25W,95°C,2400MHz,,2,,1100 MHz,,Radeon™ Vega 6 Graphics,6,Yes,Yes,,,AMD Ryzen 3 2300U,NA,0,5046,NA,1448,NA,15,336.41,18-Jul,FP5,Laptop,18-Jul,7/1/2018
AMD Ryzen 7 PRO 2700X,AMD Ryzen PRO Processors,AMD Ryzen 7 PRO Desktop Processors,Desktop,,8,16,,,3.6GHz,4.1GHz,,768KB,4MB,16MB,Yes,12nm,AM4,,PCIe 3.0,Not included,95W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 7 PRO 2700X,NA,0,17634,NA,2403,NA,105,167.94,18-Jul,AM4,Desktop,18-Jul,7/1/2018
AMD Ryzen 3 2200GE,AMD Ryzen Processors,AMD Ryzen 3 Desktop Processors with Radeon™ Vega Graphics,Desktop,4/19/2018,4,4,8,,3.2GHz,3.6GHz,,384KB,2MB,4MB,Yes,14nm FinFET,AM4,,PCIe 3.0 x8,Not included,35W,,95°C,2933MHz,,2,,1100 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 3 2200GE,NA,0,5951,NA,1980,NA,35,170.03,18-Aug,AM4,Desktop,18-Aug,8/1/2018
AMD Ryzen 5 PRO 2600,AMD Ryzen PRO Processors,AMD Ryzen 5 PRO Desktop Processors,Desktop,,6,12,,,3.4GHz,3.9GHz,,576KB,3MB,16MB,Yes,12nm,AM4,,PCIe 3.0,Not included,65W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 5 PRO 2600,NA,0,13737,NA,2279,NA,65,211.33,18-Aug,AM4,Desktop,18-Aug,8/1/2018
AMD Ryzen 7 PRO 2700,AMD Ryzen PRO Processors,AMD Ryzen 7 PRO Desktop Processors,Desktop,,8,16,,,3.2GHz,4.1GHz,,768KB,4MB,16MB,Yes,12nm,AM4,,PCIe 3.0,Not included,65W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 7 PRO 2700,NA,0,15251,NA,2329,NA,65,234.64,18-Aug,AM4,Desktop,18-Aug,8/1/2018
AMD Athlon 200GE,AMD Athlon Processors,AMD Athlon Desktop Processors with Radeon™ Vega Graphics,Desktop,,2,4,3,5 (2 CPU + 3 GPU),3.2GHz,,,192KB,1MB,4MB,No,14nm,AM4,,PCIe 3.0,,35W,,95°C,2667MHz,,2,,1000 MHz,,Radeon™ Vega 3 Graphics,3,Yes,Yes,,,AMD Athlon 200GE,$77.86*,$77.86 ,4143,53.21,1762,22.63,35,118.37,18-Sep,AM4,Desktop,18-Sep,9/1/2018
AMD Athlon 240GE,AMD Athlon Processors,AMD Athlon Desktop Processors with Radeon™ Vega Graphics,Desktop,,2,4,3,5 (2 CPU + 3 GPU),3.5GHz,,,192KB,1MB,4MB,No,14nm,AM4,,PCIe 3.0,,35W,,95°C,2667MHz,,2,,1000 MHz,,Radeon™ Vega 3 Graphics,3,Yes,Yes,,,AMD Athlon 240GE,84.95,84.9,4752,55.94,1982,23.33,35,135.77,19-Jan,AM4,Desktop,19-Jan,1/1/2019
AMD EPYC 7371,AMD EPYC,AMD EPYC 7001 Series,Server,,16,32,,,3.1GHz,3.8GHz,3.6GHz,,,64MB,,,SP3,1P/2P,PCIe 3.0 x128,,200W,,,2666MHz,DDR4,8,170.60 GB/s,,,,,,,,,AMD EPYC 7371,"1,808.99",1808.9,22859,12.64,2180,1.21,NA,NA,19-Jan,SP3,Server,19-Jan,1/1/2019
AMD Ryzen 3 2300X,AMD Ryzen Processors,AMD Ryzen 3 Desktop Processors,Desktop,9/10/2018,4,4,,,3.5GHz,4GHz,,384KB,2MB,8MB,Yes,12nm,AM4,,PCIe 3.0,Not included,65W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 3 2300X,$207.18*,$207.18 ,7828,37.78,2364,11.41,65,120.42,19-Jan,AM4,Desktop,19-Jan,1/1/2019
AMD Ryzen 7 2800H,AMD Ryzen Processors,AMD Ryzen 7 Mobile Processors with Radeon™ RX Vega Graphics,Laptop,9/10/2018,4,8,11,,3.3GHz,3.8GHz,,192KB,2MB,4MB,No,14nm,FP5,,PCIe 3.0,n/a,45W,35-54W,95°C,3200MHz,,2,,1300 MHz,,Radeon™ RX Vega 11 Graphics,11,Yes,Yes,,,AMD Ryzen 7 2800H,NA,0,7432,NA,2101,NA,45,165.16,19-Jan,FP5,Laptop,19-Jan,1/1/2019
AMD Ryzen 5 2500X,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors,Desktop,9/10/2018,4,8,,,3.6GHz,4GHz,,384KB,2MB,8MB,Yes,12nm,AM4,,PCIe 3.0,Not included,65W,,95°C,2933MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 5 2500X,NA,0,9690,NA,2358,NA,65,149.08,19-Feb,AM4,Desktop,19-Feb,2/1/2019
AMD Ryzen 5 3550H,AMD Ryzen Processors,AMD Ryzen 5 Mobile Processors with Radeon™ Vega Graphics,Laptop,Q1 2019,4,8,8,,2.1GHz,3.7GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,35W,12-35W,105°C,2400MHz,,2,,1200 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 5 3550H,NA,0,8096,NA,2082,NA,35,231.32,19-Feb,FP5,Laptop,19-Feb,2/1/2019
AMD Athlon 220GE,AMD Athlon Processors,AMD Athlon Desktop Processors with Radeon™ Vega Graphics,Desktop,,2,4,3,5 (2 CPU + 3 GPU),3.4GHz,,,192KB,1MB,4MB,No,14nm,AM4,,PCIe 3.0,,35W,,95°C,2667MHz,,2,,1000 MHz,,Radeon™ Vega 3 Graphics,3,Yes,Yes,,,AMD Athlon 220GE,79.99,79.9,4472,55.91,1898,23.73,35,127.78,19-Mar,AM4,Laptop,19-Mar,3/1/2019
AMD EPYC 7351,AMD EPYC,AMD EPYC 7001 Series,Server,,16,32,,,2.4GHz,2.9GHz,2.9GHz,,,64MB,,,SP3,1P/2P,PCIe 3.0 x128,,155/170W,,,2400MHz/2666MHz,DDR4,8,153.60 GB/s/170.60 GB/s,,,,,,,,,AMD EPYC 7351,950,95,21261,22.38,1728,1.82,155,137.17,19-Mar,SP3,Server,19-Mar,3/1/2019
AMD Ryzen 5 2600H,AMD Ryzen Processors,AMD Ryzen 5 Mobile Processors with Radeon™ Vega Graphics,Laptop,9/10/2018,4,8,8,,3.2GHz,3.6GHz,,192KB,2MB,4MB,No,14nm,FP5,,PCIe 3.0,n/a,45W,35-54W,95°C,3200MHz,,2,,1100 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 5 2600H,NA,0,7317,NA,2063,NA,45,162.61,19-Mar,FP5,Laptop,19-Mar,3/1/2019
AMD Ryzen 5 3500U,AMD Ryzen Processors,AMD Ryzen 5 Mobile Processors with Radeon™ Vega Graphics,Laptop,Q1 2019,4,8,8,,2.1GHz,3.7GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,15W,12-35W,105°C,2400MHz,,2,,1200 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 5 3500U,NA,0,7182,NA,1991,NA,15,478.81,19-Mar,FP5,Laptop,19-Mar,3/1/2019
AMD EPYC 7301,AMD EPYC,AMD EPYC 7001 Series,Server,,16,32,,,2.2GHz,2.7GHz,2.7GHz,,,64MB,,,SP3,1P/2P,PCIe 3.0 x128,,155/170W,,,2400MHz/2666MHz,DDR4,8,153.60 GB/s/170.60 GB/s,,,,,,,,,AMD EPYC 7301,734.92,734.9,12085,16.44,1228,1.67,155,77.97,19-Apr,SP3,Server,19-Apr,4/1/2019
AMD Ryzen 3 3200U,AMD Ryzen Processors,AMD Ryzen 3 Mobile Processors with Radeon™ Vega Graphics,Laptop,Q1 2019,2,4,3,,2.6GHz,3.5GHz,,192KB,1MB,4MB,No,14nm,FP5,,PCIe 3.0,n/a,15W,12-25W,105°C,2400MHz,,2,,1200 MHz,,Radeon™ Vega 3 Graphics,3,Yes,Yes,,,AMD Ryzen 3 3200U,NA,0,4233,NA,1948,NA,15,282.19,19-Apr,FP5,Laptop,19-Apr,4/1/2019
AMD Ryzen 7 3700U,AMD Ryzen Processors,AMD Ryzen 7 Mobile Processors with Radeon™ RX Vega Graphics,Laptop,Q1 2019,4,8,10,,2.3GHz,4GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,15W,12-35W,105°C,2400MHz,,2,,1400 MHz,,Radeon™ RX Vega 10 Graphics,10,Yes,Yes,,,AMD Ryzen 7 3700U,NA,0,7406,NA,2034,NA,15,493.72,19-Apr,FP5,Laptop,19-Apr,4/1/2019
AMD Ryzen 7 PRO 3700U,AMD Ryzen PRO Processors,AMD Ryzen 7 PRO Mobile Processors with Radeon™ Vega Graphics,Laptop,4/8/2019,4,8,10,,2.3GHz,4GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,15W,12-25W,95°C,2400MHz,,2,,1400 MHz,,Radeon™ Vega 10 Graphics,10,Yes,Yes,,,AMD Ryzen 7 PRO 3700U,NA,0,7353,NA,2110,NA,15,490.19,19-Apr,FP5,Laptop,19-Apr,4/1/2019
AMD Ryzen 3 PRO 3300U,AMD Ryzen PRO Processors,AMD Ryzen 3 PRO Mobile Processors with Radeon™ Vega Graphics,Laptop,4/8/2019,4,4,6,,2.1GHz,3.5GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,15W,12-25W,95°C,2400MHz,,2,,1200 MHz,,Radeon™ Vega 6 Graphics,6,Yes,Yes,,,AMD Ryzen 3 PRO 3300U,NA,0,5977,NA,2011,NA,15,398.49,19-May,FP5,Laptop,19-May,5/1/2019
AMD Ryzen 7 3750H,AMD Ryzen Processors,AMD Ryzen 7 Mobile Processors with Radeon™ RX Vega Graphics,Laptop,Q1 2019,4,8,10,,2.3GHz,4GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,35W,12-35W,105°C,2400MHz,,2,,1400 MHz,,Radeon™ RX Vega 10 Graphics,10,Yes,Yes,,,AMD Ryzen 7 3750H,NA,0,8497,NA,2168,NA,35,242.78,19-May,FP5,Laptop,19-May,5/1/2019
AMD Ryzen 5 3600,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors,Desktop,7/7/2019,6,12,,,3.6GHz,4.2GHz,,64KB,3MB,32MB,Yes,TSMC 7nm FinFET,AM4,,PCIe 4.0 x16,Wraith Stealth,65W,,95°C,3200MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 5 3600,167,16,17792,106.54,2576,15.43,65,273.73,19-Jun,AM4,Desktop,19-Jun,6/1/2019
AMD Athlon 300U,AMD Athlon Processors,AMD Athlon Mobile Processors with Radeon™ Vega Graphics,Laptop,,2,4,3,5 (2 CPU + 3 GPU),2.4GHz,3.3GHz,,193KB,1MB,4MB,No,14nm,FP5,,,,15W,,105°C,2400MHz,,2,,1000 MHz,,Radeon™ Vega 3 Graphics,3,Yes,Yes,,,AMD Athlon 300U,NA,0,4023,NA,1874,NA,15,268.18,19-Jul,FP5,Laptop,19-Jul,7/1/2019
AMD Ryzen 3 3200G,AMD Ryzen Processors,AMD Ryzen 3 Desktop Processors with Radeon™ Vega Graphics,Desktop,7/7/2019,4,4,8,,3.6GHz,4GHz,,384KB,2MB,4MB,Yes,12nm FinFET,AM4,,PCIe 3.0 x8,Wraith Stealth,65W,45-65W,95°C,2933MHz,,2,,1250 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 3 3200G,89.99,89.9,7267,80.75,2226,24.74,65,111.8,19-Jul,AM4,Desktop,19-Jul,7/1/2019
AMD Ryzen 5 3400G,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors with Radeon™ Vega Graphics,Desktop,7/7/2019,4,8,11,,3.7GHz,4.2GHz,,384KB,2MB,4MB,Yes,12nm FinFET,AM4,,PCIe 3.0 x8,Wraith Spire,65W,45-65W,95°C,2933MHz,,2,,1400 MHz,,Radeon™ RX Vega 11 Graphics,11,Yes,Yes,,,AMD Ryzen 5 3400G,229.99,229.9,9424,40.97,2385,10.37,65,144.98,19-Jul,AM4,Desktop,19-Jul,7/1/2019
AMD Ryzen 5 3600X,AMD Ryzen Processors,AMD Ryzen 5 Desktop Processors,Desktop,7/7/2019,6,12,,,3.8GHz,4.4GHz,,64KB,3MB,32MB,Yes,TSMC 7nm FinFET,AM4,,PCIe 4.0 x16,Wraith Spire,95W,,95°C,3200MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 5 3600X,204.99,204.9,18345,89.49,2676,13.06,95,193.1,19-Jul,AM4,Desktop,19-Jul,7/1/2019
AMD Ryzen 5 PRO 3500U,AMD Ryzen PRO Processors,AMD Ryzen 5 PRO Mobile Processors with Radeon™ Vega Graphics,Laptop,4/8/2019,4,8,8,,2.1GHz,3.7GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,15W,12-25W,95°C,2400MHz,,2,,1200 MHz,,Radeon™ Vega 8 Graphics,8,Yes,Yes,,,AMD Ryzen 5 PRO 3500U,NA,0,7543,NA,2095,NA,15,502.89,19-Jul,FP5,Laptop,19-Jul,7/1/2019
AMD Ryzen 7 3700X,AMD Ryzen Processors,AMD Ryzen 7 Desktop Processors,Desktop,7/7/2019,8,16,,,3.6GHz,4.4GHz,,64KB,4MB,32MB,Yes,TSMC 7nm FinFET,AM4,,PCIe 4.0 x16,Wraith Prism with RGB LED,65W,,95°C,3200MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 7 3700X,274.99,274.9,22697,82.54,2679,9.74,65,349.18,19-Jul,AM4,Desktop,19-Jul,7/1/2019
AMD Ryzen 7 3800X,AMD Ryzen Processors,AMD Ryzen 7 Desktop Processors,Desktop,7/7/2019,8,16,,,3.9GHz,4.5GHz,,64KB,4MB,32MB,Yes,TSMC 7nm FinFET,AM4,,PCIe 4.0 x16,Wraith Prism with RGB LED,105W,,95°C,3200MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 7 3800X,328.98,328.9,23323,70.9,2750,8.36,105,222.13,19-Jul,AM4,Desktop,19-Jul,7/1/2019
AMD Ryzen 9 3900X,AMD Ryzen Processors,AMD Ryzen 9 Desktop Processors,Desktop,7/7/2019,12,24,,,3.8GHz,4.6GHz,,64KB,6MB,64MB,Yes,TSMC 7nm FinFET,AM4,,PCIe 4.0 x16,Wraith Prism with RGB LED,105W,,95°C,3200MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 9 3900X,417,41,32804,78.67,2725,6.54,105,312.42,19-Jul,AM4,Desktop,19-Jul,7/1/2019
AMD Ryzen 3 3300U,AMD Ryzen Processors,AMD Ryzen 3 Mobile Processors with Radeon™ Vega Graphics,Laptop,Q1 2019,4,4,6,,2.1GHz,3.5GHz,,384KB,2MB,4MB,No,12nm,FP5,,PCIe 3.0,n/a,15W,12-35W,105°C,2400MHz,,2,,1200 MHz,,Radeon™ Vega 6 Graphics,6,Yes,Yes,,,AMD Ryzen 3 3300U,NA,0,5688,NA,1822,NA,15,379.19,19-Aug,FP5,Laptop,19-Aug,8/1/2019
AMD EPYC 7502P,AMD EPYC,AMD EPYC 7002 Series,Server,,32,64,,,2.5GHz,3.35GHz,,,,128MB,,,SP3,1P,PCIe 4.0 x128,,180W,,,3200MHz,DDR4,8,204.80 GB/s,,,,,,,,,AMD EPYC 7502P,"2,582.02",2582,48724,18.87,1838,0.71,180,270.69,19-Sep,SP3,Server,19-Sep,9/1/2019
AMD EPYC 7702P,AMD EPYC,AMD EPYC 7002 Series,Server,,64,128,,,2GHz,3.35GHz,,,,256MB,,,SP3,1P,PCIe 4.0 x128,,200W,,,3200MHz,DDR4,8,204.80 GB/s,,,,,,,,,AMD EPYC 7702P,"4,783.99",4783.9,63910,13.36,2073,0.43,200,319.55,19-Sep,SP3,Server,19-Sep,9/1/2019
AMD EPYC 7742,AMD EPYC,AMD EPYC 7002 Series,Server,,64,128,,,2.25GHz,3.4GHz,,,,256MB,,,SP3,1P/2P,PCIe 4.0 x128,,225W,,,3200MHz,DDR4,8,204.80 GB/s,,,,,,,,,AMD EPYC 7742,"7,410.00",741,66679,9,2127,0.29,225,296.35,19-Sep,SP3,Server,19-Sep,9/1/2019
AMD Ryzen 7 2700E,AMD Ryzen Processors,AMD Ryzen 7 Desktop Processors,Desktop,Sep-18,8,16,,,2.8GHz,4GHz,,768KB,4MB,16MB,Yes,12nm,AM4,,PCIe 3.0,Not included,45W,,95°C,2667MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 7 2700E,NA,0,14647,NA,2410,NA,45,325.48,19-Sep,AM4,Desktop,19-Sep,9/1/2019
AMD EPYC 7402P,AMD EPYC,AMD EPYC 7002 Series,Server,,24,48,,,2.8GHz,3.35GHz,,,,128MB,,,SP3,1P,PCIe 4.0 x128,,180W,,,3200MHz,DDR4,8,204.80 GB/s,,,,,,,,,AMD EPYC 7402P,"1,403.99",1403.9,35435,25.24,1462,1.04,180,196.86,19-Oct,SP3,Server,19-Oct,10/1/2019
AMD EPYC 7302P,AMD EPYC,AMD EPYC 7002 Series,Server,,16,32,,,3GHz,3.3GHz,,,,128MB,,,SP3,1P,PCIe 4.0 x128,,155W,,,3200MHz,DDR4,8,204.80 GB/s,,,,,,,,,AMD EPYC 7302P,913.99,913.9,38825,42.48,2073,2.27,155,250.49,19-Nov,SP3,Server,19-Nov,11/1/2019
AMD EPYC 7452,AMD EPYC,AMD EPYC 7002 Series,Server,,32,64,,,2.35GHz,3.35GHz,,,,128MB,,,SP3,1P/2P,PCIe 4.0 x128,,155W,,,3200MHz,DDR4,8,204.80 GB/s,,,,,,,,,AMD EPYC 7452,"2,317.15",2317.1,53075,22.91,2049,0.88,155,342.42,19-Nov,SP3,Server,19-Nov,11/1/2019
AMD Ryzen 9 3950X,AMD Ryzen Processors,AMD Ryzen 9 Desktop Processors,Desktop,,16,32,,,3.5GHz,4.7GHz,,,8MB,64MB,Yes,TSMC 7nm FinFET,AM4,,PCIe 4.0 x16,Wraith Prism with RGB LED,105W,,,3200MHz,DDR4,2,,,,Discrete Graphics Card Required,,,,,,AMD Ryzen 9 3950X,709.99,709.9,39400,55.49,2746,3.87,105,375.24,19-Nov,AM4,Desktop,19-Nov,11/1/2019
AMD EPYC 7262,AMD EPYC,AMD EPYC 7002 Series,Server,,8,16,,,3.2GHz,3.4GHz,,,,128MB,,,SP3,1P/2P,PCIe 4.0 x128,,155W,,,3200MHz,DDR4,8,204.80 GB/s,,,,,,,,,AMD EPYC 7262,$667.25*,$667.25 ,28706,43.02,2007,3.01,155,185.2,19-Dec,SP3,Server,19-Dec,12/1/2019
