,name,year,TDP,Price,CPU_Mark,Thread_Mark
490,AMD Opteron 1216 HE,2012,65,0,745,858
491,AMD E1-1200 APU,2012,18,0,389,442
492,AMD Opteron 270,2012,95,249.95,1170,633
493,AMD Opteron 3280,2012,65,273.1,3765,1111
494,AMD R-464L APU,2012,35,0,1779,1091
495,AMD Phenom II X4 B05e,2012,-1,0,1861,969
496,AMD A10-5800K APU,2012,100,59.95,2873,1459
497,AMD A4-5300 APU,2012,65,26.95,1192,1166
498,AMD A6-5400K APU,2012,65,22.96,1284,1249
499,AMD A8-4555M APU,2012,19,0,1301,775
500,AMD A8-5600K APU,2012,100,49.95,2700,1404
501,AMD Athlon X3 455,2012,95,0,1749,1143
502,AMD E-350 APU,2012,18,0,441,505
503,AMD FX-6300 Six-Core,2012,95,70,4114,1475
504,AMD FX-8320 Eight-Core,2012,125,169.95,5284,1460
505,AMD FX-8350 Eight-Core,2012,125,199.95,5941,1564
506,AMD Athlon X4 740 Quad Core,2012,65,277,2706,1401
507,AMD Athlon X4 750K Quad Core,2012,100,76.9,2592,1336
508,AMD Opteron 3260 HE,2012,45,0,2110,906
509,AMD A4-4355M APU,2012,17,0,816,795
510,AMD A4-5300B APU,2012,65,25.95,1196,1280
511,AMD C-70 APU,2012,9,0,277,354
512,AMD FX-4130 Quad-Core,2012,125,68.86,2654,1300
513,AMD FX-4300 Quad-Core,2012,95,69.95,2979,1498
514,AMD Opteron 254,2012,68,0,694,889
515,AMD Phenom II X4 977,2012,95,0,2346,1368
516,AMD Phenom X2 Dual-Core GE-6060,2012,-1,0,1722,1160
372,AMD Athlon II Neo K145,2011,12,0,293,564
373,AMD Athlon II Neo K345 Dual-Core,2011,12,0,519,526
374,AMD Athlon II X4 553,2011,-1,0,2386,1205
375,AMD C-50,2011,9,0,268,325
376,AMD E-350,2011,18,0,406,486
377,AMD Phenom II N660 Dual-Core,2011,35,89,1047,1075
378,AMD Phenom II P860 Triple-Core,2011,35,0,1169,831
379,AMD Phenom II X2 565,2011,80,168.8,1414,1356
380,AMD Phenom II X4 975,2011,125,97,2509,1409
381,AMD Phenom II X4 B65,2011,-1,0,2542,1358
382,AMD Turion II Neo K685 Dual-Core,2011,15,0,673,695
383,AMD Turion II P560 Dual-Core,2011,25,0,889,910
384,AMD V160,2011,25,0,345,742
385,AMD Athlon II P360 Dual-Core,2011,25,19.95,746,900
386,AMD E-240,2011,18,0,183,443
387,AMD Phenom II P650 Dual-Core,2011,35,35,808,847
388,AMD Phenom II P960 Quad-Core,2011,35,28,1397,727
389,AMD Phenom II X2 511,2011,65,0,1145,1194
390,AMD Phenom II X4 840,2011,95,39.95,2191,1241
391,AMD Athlon II X2 245e,2011,45,83.4,992,1050
392,AMD G-T56N,2011,18,0,450,551
393,AMD Phenom II N870 Triple-Core,2011,35,0,1138,848
394,AMD Phenom II N970 Quad-Core,2011,35,149.9,1607,888
395,AMD Phenom II X6 1065T,2011,95,0,3260,1335
396,AMD Turion II N550 Dual-Core,2011,35,0,863,849
397,AMD Sempron 150,2011,45,14.95,490,1027
398,AMD C-30,2011,9,0,173,369
399,AMD A6-3400M APU,2011,35,29.9,1127,682
400,AMD A8-3850 APU,2011,100,49.95,2241,1225
401,AMD Athlon II X2 250e,2011,45,76.7,1030,1098
402,AMD Athlon II X3 420e,2011,45,116.1,1494,1075
403,AMD Phenom II X2 521,2011,65,0,1171,1240
404,AMD Phenom II X4 960T,2011,95,44.95,2397,1344
405,AMD A4-3300M APU,2011,65,29.9,613,693
406,AMD A6-3410MX APU,2011,45,3.9,1290,754
407,AMD A6-3650 APU,2011,100,23.89,2036,1100
408,AMD A8-3500M APU,2011,35,59.95,1255,729
409,AMD A8-3530MX APU,2011,45,0,1484,868
410,AMD Athlon X2 240e,2011,45,0,861,919
411,AMD Opteron 2427,2011,75,16.99,3069,594
412,AMD Phenom II X4 850,2011,95,64.9,2327,1333
413,AMD Phenom II X4 980,2011,125,130,2730,1503
414,AMD A8-3510MX APU,2011,45,77.1,1580,949
415,AMD Athlon II X2 270,2011,65,38.02,1265,1375
416,AMD Athlon II X3 460,2011,95,29.95,1854,1358
417,AMD Athlon II X4 650,2011,95,166.6,2390,1311
418,AMD C-60 APU,2011,9,0,327,383
419,AMD E-450 APU,2011,18,0,407,498
420,AMD G-T44R,2011,9,0,136,373
421,AMD Opteron 4184,2011,95,509.9,4419,969
422,AMD Turion II Dual-Core Mobile M540,2011,35,0,754,789
423,AMD A4-3400 APU,2011,65,11.95,1025,1109
424,AMD A6-3500 APU,2011,65,14.95,1292,905
425,AMD A8-3800 APU,2011,65,119.9,1877,1045
426,AMD Athlon II X2 B26,2011,65,44.9,1196,1257
427,AMD Athlon II X4 631 Quad-Core,2011,100,34.8,2095,1119
428,AMD E2-3000M APU,2011,35,42.98,666,751
429,AMD FX-8150 Eight-Core,2011,125,139.95,4968,1377
430,AMD A4-3310MX APU,2011,45,0,846,844
431,AMD C-60,2011,9,0,284,389
432,AMD E-300 APU,2011,18,0,378,413
433,AMD FX-4100 Quad-Core,2011,95,39.38,2591,1313
434,AMD FX-6100 Six-Core,2011,95,118.68,3650,1332
435,AMD FX-8120 Eight-Core,2011,125,99.95,4341,1320
436,AMD G-T40E,2011,6.4,0,255,304
437,AMD Phenom II X4 B99,2011,95,0,2497,1380
438,AMD Turion II Neo N54L Dual-Core,2011,25,0,693,751
439,AMD A4-3300 APU,2011,65,10.95,977,1032
440,AMD A6-3600 APU,2011,65,24.95,1719,931
441,AMD Athlon 64 X2 Dual Core BE-2300,2011,45,0,1082,585
442,AMD G-T52R,2011,18,0,172,375
443,AMD A8-3870K APU,2011,100,49.99,2377,1274
444,AMD E2-3200 APU,2011,65,7.9,860,945
445,AMD Opteron 154,2011,104,0,703,822
446,AMD Opteron 6272,2011,115,22.22,4368,741
447,AMD Sempron X2 180,2011,45,69.4,813,824
448,AMD Turion II Neo N40L Dual-Core,2011,15,0,583,556
449,AMD Z-01,2011,-1,0,299,294
268,AMD Athlon II X2 255,2010,65,15,1127,1230
269,AMD Athlon II X2 B22,2010,65,41.6,965,1036
270,AMD Athlon Neo X2 Dual Core L325,2010,18,0,515,545
271,AMD Phenom II X4 B95,2010,95,59.95,2239,1239
272,AMD Athlon II X2 250u,2010,25,11.4,512,532
273,AMD Athlon II X3 440,2010,95,17.9,1719,1227
274,AMD Athlon II X4 635,2010,95,26.95,2189,1192
275,AMD Athlon X3 425,2010,95,0,1536,854
276,AMD Phenom II X2 555,2010,80,27.9,1355,1366
277,AMD Phenom II X4 B40,2010,-1,0,2253,1237
278,AMD Phenom II X4 B55,2010,-1,0,2294,1348
279,AMD Sempron M120,2010,25,0,301,606
280,AMD Turion II Ultra Dual-Core Mobile M620,2010,35,0,745,819
281,Athlon 64 Dual Core 5600+,2010,65,0,947,1027
282,AMD Athlon II X2 B24,2010,65,24.1,991,1120
283,AMD Athlon II X3 405e,2010,45,79.9,1348,983
284,AMD Athlon X3 440,2010,95,87.9,1457,1141
285,AMD Phenom 9450e Quad-Core,2010,65,105,1569,876
286,AMD Turion II Ultra Dual-Core Mobile M660,2010,35,0,810,908
287,AMD Opteron 6128,2010,115,36.45,4347,688
288,AMD Phenom II N930 Quad-Core,2010,35,129.9,1509,812
289,AMD Phenom II X6 1055T,2010,125,59.95,3185,1325
290,AMD Phenom II X6 1090T,2010,125,120,3697,1455
291,AMD Athlon 64 X2 3800+,2010,89,0,959,647
292,AMD Athlon TF-36,2010,25,0,521,537
293,AMD Opteron 1218,2010,103,0,934,975
294,AMD Phenom 9850B Quad-Core,2010,95,0,2010,1053
295,AMD Phenom II N830 Triple-Core,2010,35,0,1245,801
296,AMD Phenom II X2 B57,2010,80,0,1091,1231
297,AMD Phenom II X4 910e,2010,65,69.9,1925,1065
298,AMD Phenom II X6 1035T,2010,95,189,2885,1193
299,AMD Athlon II 160u,2010,20,29.9,303,603
300,AMD Athlon II Dual-Core M340,2010,35,0,573,652
301,AMD Athlon II Neo K125,2010,12,0,296,581
302,AMD Athlon II Neo K325 Dual-Core,2010,12,25.9,410,452
303,AMD Athlon II P320 Dual-Core,2010,25,29.9,606,711
304,AMD Athlon II X2 220,2010,65,24.2,955,1053
305,AMD Athlon II X4 640,2010,95,29.95,2161,1224
306,AMD Phenom II N620 Dual-Core,2010,35,3.9,968,1020
307,AMD Turion II N530 Dual-Core,2010,35,30,805,926
308,AMD Turion II Neo K625 Dual-Core,2010,15,0,556,568
309,AMD Turion II P520 Dual-Core,2010,25,0,826,904
310,AMD V120,2010,25,0,322,668
311,AMD Athlon II N330 Dual-Core,2010,35,0,655,774
312,AMD Athlon II X2 260,2010,65,18.95,955,1201
313,AMD Athlon II X3 445,2010,95,14.7,1668,1275
314,AMD Athlon X2 Dual Core 6850e,2010,22,0,611,645
315,AMD Opteron 1222,2010,103,0,1117,1143
316,AMD Phenom II P820 Triple-Core,2010,25,0,1067,702
317,AMD Phenom II P920 Quad-Core,2010,25,65,1160,586
318,AMD Phenom II X3 740,2010,95,88.9,1769,1205
319,AMD Phenom II X3 B73,2010,95,75,1615,1117
320,AMD Phenom II X4 830,2010,95,69.9,1827,1078
321,AMD Turion X2 Dual Core L510,2010,20,0,924,511
322,AMD Athlon II X4 610e,2010,45,69.9,1814,1002
323,AMD Opteron 6172,2010,115,34.3,5261,712
324,AMD Opteron 6176 SE,2010,140,159,5483,780
325,AMD Phenom 8850 Triple-Core,2010,95,0,1180,1041
326,AMD Phenom II X4 973,2010,-1,0,2315,1248
327,AMD Athlon II X2 4450e,2010,45,0,854,1015
328,AMD Athlon X4 640,2010,95,0,2114,1199
329,AMD Phenom 8850B Triple-Core,2010,95,0,1323,1031
330,AMD Phenom II N850 Triple-Core,2010,35,25,1213,843
331,AMD Phenom II X4 970,2010,125,74.8,2613,1385
332,AMD Phenom II X4 B97,2010,95,56.9,2465,1317
333,AMD Phenom II X6 1045T,2010,95,58.4,2970,1225
334,AMD Phenom II X6 1075T,2010,125,98.8,2924,1420
335,AMD Phenom II X920 Quad-Core,2010,45,0,1668,925
336,AMD Turion II P540 Dual-Core,2010,35,49.9,788,839
337,AMD Athlon 64 X2 Dual Core 3400+,2010,89,0,575,522
338,AMD Athlon Dual Core 4850B,2010,45,0,787,917
339,AMD Athlon II 170u,2010,20,17.9,356,689
340,AMD Athlon II P340 Dual-Core,2010,25,39.9,735,860
341,AMD Athlon II X3 415e,2010,45,75,1410,1005
342,AMD Athlon II X4 645,2010,95,34.95,2089,1216
343,AMD Phenom II N640 Dual-Core,2010,35,64.9,950,989
344,AMD Phenom II N950 Quad-Core,2010,35,112.6,1604,876
345,AMD Phenom II P840 Triple-Core,2010,35,0,1100,768
346,AMD Phenom II P940 Quad-Core,2010,35,0,1318,636
347,AMD Phenom II X2 560,2010,80,64.9,1295,1322
348,AMD Phenom II X4 B60,2010,-1,0,2389,1336
349,AMD Sempron 145,2010,45,29.86,434,932
350,AMD V105,2010,9,0,181,431
351,AMD V140,2010,25,49.9,366,766
352,AMD Athlon II X2 265,2010,65,82.8,1174,1235
353,AMD Athlon II X2 270u,2010,25,67.6,665,754
354,AMD Athlon II X3 450,2010,95,28.01,1681,1273
355,AMD Athlon X2 215,2010,65,0,845,931
356,AMD Phenom II X3 700e,2010,65,0,1460,982
357,AMD Phenom II X4 840T,2010,95,69.9,2406,1259
358,AMD Phenom II X4 900e,2010,65,0,1580,970
359,AMD Phenom II X4 B15e,2010,-1,0,1824,1047
360,AMD Athlon 5200 Dual-Core,2010,75,19.93,722,840
361,AMD Athlon II N350 Dual-Core,2010,35,0,755,900
362,AMD Athlon II Neo N36L Dual-Core,2010,12,0,433,480
363,AMD Athlon II X2 210e,2010,45,0,1162,1124
364,AMD Athlon II X2 260u,2010,25,83.4,658,687
365,AMD Athlon II X3 455,2010,95,24.95,1775,1344
366,AMD Athlon II X4 555,2010,-1,0,2279,1243
367,AMD Athlon II X4 615e,2010,45,59,1903,1054
368,AMD Opteron 4170 HE,2010,65,39.99,3665,732
369,AMD Phenom FX-5200 Quad-Core,2010,65,0,1673,875
370,AMD Phenom II X4 B93,2010,95,0,2064,1130
371,AMD Phenom II X6 1100T,2010,125,169.95,3789,1501
45,AMD Athlon 2650e,2009,-1,19,422,468
46,AMD Athlon 64 2800+,2009,89,99.9,376,477
47,AMD Athlon 64 3400+,2009,89,0,577,660
48,AMD Athlon 64 3800+,2009,45,39.99,635,702
49,AMD Athlon 64 X2 Dual Core 5800+,2009,89,24.9,862,1043
50,AMD Athlon 64 X2 QL-62,2009,35,0,409,568
51,AMD Athlon 7750 Dual-Core,2009,95,152.9,970,930
52,AMD Athlon XP 2800+,2009,89,0,401,628
53,AMD Opteron 165,2009,110,550,899,554
54,AMD Opteron 185,2009,110,0,965,822
55,AMD Phenom II X4 920,2009,125,27.89,2020,1079
56,AMD Phenom II X4 940,2009,125,49.95,2168,1197
57,AMD Sempron 2200+,2009,-1,29.99,283,429
58,AMD Sempron 3200+,2009,62,34.98,443,547
59,AMD Turion 64 Mobile MK-36,2009,31,0,483,573
60,AMD Athlon 64 FX-55,2009,104,179.9,622,777
61,AMD Athlon 64 FX-60 Dual Core,2009,110,0,1201,791
62,AMD Athlon 64 FX-62 Dual Core,2009,125,0,860,963
63,AMD Athlon 64 X2 Dual-Core TK-53,2009,31,0,459,554
64,AMD Athlon 64 X2 Dual-Core TK-57,2009,31,0,950,585
65,AMD Athlon Dual Core 4050e,2009,45,0,605,740
66,AMD Athlon Dual Core 4450e,2009,45,14.4,675,805
67,AMD Athlon Dual Core 4850e,2009,45,39,783,875
68,AMD Athlon Dual Core 5050e,2009,45,60,821,933
69,AMD Athlon LE-1640,2009,45,0,661,752
70,AMD Athlon X2 Dual Core BE-2300,2009,45,0,537,647
71,AMD Athlon XP 1600+,2009,-1,0,268,408
72,AMD Athlon XP 1700+,2009,64,61.2,271,418
73,AMD Athlon XP 2000+,2009,70,24.9,300,479
74,AMD Athlon XP 2100+,2009,-1,0,323,503
75,AMD Athlon XP 2200+,2009,-1,84.9,329,515
76,AMD Athlon XP 2400+,2009,-1,79.99,361,577
77,AMD Opteron 1216,2009,103,54.8,752,729
78,AMD Opteron 170,2009,110,0,1097,620
79,AMD Opteron 180,2009,110,98.99,1264,758
80,AMD Phenom 8600 Triple-Core,2009,95,52.9,1119,783
81,AMD Phenom 8750 Triple-Core,2009,95,0,1291,975
82,AMD Phenom 9100e Quad-Core,2009,65,39.9,1165,636
83,AMD Phenom 9150e Quad-Core,2009,65,39.9,1258,720
84,AMD Phenom 9350e Quad-Core,2009,65,3382,1509,802
85,AMD Phenom II X3 710,2009,95,84.5,1404,1072
86,AMD Phenom II X3 720,2009,95,19.95,1541,1104
87,AMD Phenom II X4 810,2009,95,24.95,1832,1017
88,AMD Sempron LE-1250,2009,45,37.99,544,571
89,AMD Turion 64 Mobile ML-34,2009,35,0,425,506
90,AMD Turion 64 Mobile ML-40,2009,35,0,522,648
91,AMD Turion 64 X2 Mobile TL-50,2009,31,18.9,576,494
92,AMD Turion 64 X2 Mobile TL-52,2009,31,0,722,462
93,AMD Turion 64 X2 Mobile TL-56,2009,31,13.9,491,622
94,AMD Turion 64 X2 Mobile TL-58,2009,31,0,477,593
95,AMD Turion 64 X2 Mobile TL-60,2009,31,15.9,527,641
96,AMD Turion Dual-Core RM-72,2009,35,39.9,499,652
97,AMD Turion X2 Ultra Dual-Core Mobile ZM-82,2009,35,0,572,750
98,AMD Turion X2 Ultra Dual-Core Mobile ZM-84,2009,35,18.9,563,709
99,AMD TurionX2 Dual Core Mobile RM-70,2009,31,0,452,626
100,AMD Athlon 1500+,2009,-1,0,294,422
101,AMD Athlon 2800+,2009,89,79.99,448,675
102,AMD Athlon 64 3300+,2009,-1,0,477,608
103,AMD Athlon 64 FX-57,2009,104,0,795,850
104,AMD Athlon 64 FX-74,2009,125,499.5,1495,950
105,AMD Athlon 64 X2 Dual Core TK-53,2009,31,29.9,423,506
106,AMD Athlon 64 X2 QL-60,2009,35,0,404,534
107,AMD Athlon 64 X2 QL-64,2009,35,0,588,685
108,AMD Athlon Dual Core 4450B,2009,45,31,671,745
109,AMD Athlon LE-1600,2009,45,21,634,662
110,AMD Athlon LE-1620,2009,45,18,648,730
111,AMD Athlon X2 Dual Core BE-2350,2009,45,0,712,756
112,AMD Athlon X2 Dual Core BE-2400,2009,18,0,744,716
113,AMD Athlon XP 1500+,2009,-1,0,257,386
114,AMD Athlon XP 1800+,2009,66,58.9,300,463
115,AMD Athlon XP 1900+,2009,-1,0,313,480
116,AMD Athlon XP 3000+,2009,62,79.7,403,610
117,AMD Opteron 1212,2009,103,290,540,701
118,AMD Opteron 1352,2009,75,135.9,1510,919
119,AMD Opteron 1354,2009,75,135,1673,916
120,AMD Opteron 146,2009,67,59.9,532,616
121,AMD Opteron 150,2009,85.3,0,604,725
122,AMD Opteron 2218,2009,95,38.99,1594,755
123,AMD Opteron 2378,2009,75,14.11,1957,991
124,AMD Opteron 280,2009,95,25,1177,661
125,AMD Phenom 8400 Triple-Core,2009,95,0,1004,732
126,AMD Phenom 9600B Quad-Core,2009,95,147.1,1638,962
127,AMD Phenom II X4 910,2009,95,100,1921,1045
128,AMD Phenom II X4 925,2009,95,29.9,2051,1124
129,AMD Phenom II X4 955,2009,125,49.9,2420,1303
130,AMD Phenom X2 Dual-Core GP-7730,2009,-1,0,913,1110
131,AMD Phenom X4 Quad-Core GP-9500,2009,95,0,1200,619
132,AMD Sempron 2300+,2009,-1,45,318,483
133,AMD Sempron 2500+,2009,-1,39.99,265,315
134,AMD Sempron 3100+,2009,62,79.95,458,589
135,AMD Sempron 3500+,2009,62,15,357,406
136,AMD Sempron 3600+,2009,62,15,559,580
137,AMD Sempron Dual Core 2100,2009,65,37.99,972,559
138,AMD Sempron LE-1100,2009,45,19.95,486,551
139,AMD Sempron LE-1150,2009,45,14.9,407,512
140,AMD Sempron LE-1200,2009,45,14.95,551,633
141,AMD Sempron SI-40,2009,25,12,198,483
142,AMD Sempron SI-42,2009,25,29.99,205,551
143,AMD Turion 64 Mobile MK-38,2009,31,0,520,622
144,AMD Turion 64 Mobile ML-28,2009,25,0,391,482
145,AMD Turion 64 Mobile ML-30,2009,35,0,426,483
146,AMD Turion 64 Mobile ML-37,2009,35,25.9,489,623
147,AMD Turion 64 Mobile ML-44,2009,35,0,591,721
148,AMD Turion 64 Mobile MT-30,2009,25,0,379,452
149,AMD Turion 64 Mobile MT-32,2009,24,0,440,565
150,AMD Turion 64 Mobile MT-34,2009,24,0,429,504
151,AMD Turion 64 Mobile MT-37,2009,25,0,485,584
152,AMD Turion 64 X2 Mobile TL-62,2009,35,311,1131,652
153,AMD Turion 64 X2 Mobile TL-64,2009,35,39.3,993,626
154,AMD Turion 64 X2 Mobile TL-68,2009,35,90,1319,764
155,AMD Turion X2 Dual-Core Mobile RM-70,2009,31,0,554,568
156,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,2009,32,62,526,598
157,Athlon 64 Dual Core 5000+,2009,89,0,920,956
158,AMD Athlon 7450 Dual-Core,2009,95,0,803,904
159,AMD Athlon Dual Core 5200B,2009,65,0,824,969
160,AMD Athlon LE-1660,2009,45,0,641,659
161,AMD Athlon Neo MV-40,2009,15,0,440,430
162,AMD Athlon XP 2900+,2009,-1,0,424,631
163,AMD Athlon XP 3100+,2009,-1,0,434,663
164,AMD Opteron 2220,2009,95,238,1702,852
165,AMD Opteron 285,2009,95,27.9,1470,783
166,AMD Phenom 8600B Triple-Core,2009,95,14.9,1293,809
167,AMD Phenom II X4 805,2009,95,173.9,1800,1012
168,AMD Phenom II X4 945,2009,125,34.79,2205,1218
169,AMD Turion 64 X2 Mobile TL-66,2009,35,378,572,763
170,AMD Turion X2 Dual-Core Mobile RM-74,2009,35,24.4,476,629
171,AMD Turion X2 Ultra Dual-Core Mobile ZM-86,2009,35,49,569,750
172,AMD Turion X2 Ultra Dual-Core Mobile ZM-87,2009,35,39.9,530,663
173,AMD TurionX2 Dual Core Mobile RM-72,2009,35,0,362,353
174,Athlon Dual Core 4850e,2009,45,0,832,890
175,AMD Athlon 1640B,2009,45,50,633,711
176,AMD Athlon 64 X2 Dual Core BE-2350,2009,45,0,1045,632
177,AMD Athlon 7550 Dual-Core,2009,95,50,840,895
178,AMD Athlon 7850 Dual-Core,2009,95,49.99,943,1087
179,AMD Athlon Dual Core 5000B,2009,65,95,839,935
180,AMD Athlon64 X2 Dual Core 4600+,2009,110,0,1108,604
181,AMD Opteron 1356,2009,75,89.9,1759,973
182,AMD Opteron 148,2009,85.3,0,604,682
183,AMD Phenom 8750B Triple-Core,2009,95,0,1227,956
184,AMD Phenom X3 8550,2009,95,169.9,1252,898
185,AMD Sempron Dual Core 2200,2009,65,0,609,671
186,AMD Sempron LE-1300,2009,45,13,615,599
187,AMD Turion 64 Mobile ML-42,2009,35,0,615,700
188,AMD Turion X2 Dual-Core Mobile RM-75,2009,35,0,456,602
189,AMD Athlon Dual Core 5400B,2009,65,0,894,1002
190,AMD Athlon II X2 250,2009,65,16.95,1064,1109
191,AMD Athlon TF-20,2009,15,0,412,414
192,AMD Athlon X2 250,2009,65,0,922,927
193,AMD Opteron 290,2009,95,135,1465,876
194,AMD Phenom II X2 550,2009,80,17.95,1201,1221
195,AMD Phenom II X4 905e,2009,65,53.9,1781,999
196,AMD Phenom II X4 B50,2009,-1,0,2243,1260
197,AMD Turion Neo X2 Dual Core L625,2009,18,0,466,548
198,AMD Athlon 64 X2 Dual-Core TK-42,2009,20,0,884,463
199,AMD Athlon II X2 245,2009,65,13.47,1001,1103
200,AMD Athlon L110,2009,13,0,303,344
201,AMD Opteron 152,2009,104,0,659,749
202,AMD Opteron 2384,2009,75,840,2178,1137
203,AMD Phenom II X3 705e,2009,65,152.3,1284,1017
204,AMD Phenom X4 Quad-Core GP-9600,2009,95,0,1526,665
205,AMD Sempron 210U,2009,15,0,411,460
206,AMD Turion X2 Dual-Core Mobile RM-77,2009,35,0,488,677
207,AMD Athlon II X2 240,2009,65,14.95,906,1020
208,AMD Athlon II X3 425,2009,95,26.9,1546,1112
209,AMD Athlon II X4 630,2009,95,19.89,2052,1136
210,AMD Athlon Neo X2 Dual Core L335,2009,18,0,527,565
211,AMD Athlon X2 240,2009,65,0,781,856
212,AMD Opteron 2356,2009,75,42,1790,901
213,AMD Opteron 2431,2009,75,24.99,4516,877
214,AMD Phenom 8250e Triple-Core,2009,65,46.9,1120,773
215,AMD Phenom II X2 545,2009,80,43.9,1237,1239
216,AMD Phenom II X3 B75,2009,95,39.9,1685,1217
217,AMD Phenom II X4 965,2009,125,69.9,2551,1352
218,AMD Sempron 140,2009,45,11.95,391,829
219,AMD Turion Dual-Core RM-75,2009,35,27.4,507,400
220,AMD Turion X2 Ultra Dual-Core Mobile ZM-85,2009,35,45,562,745
221,AMD Athlon II X2 215,2009,65,15.68,943,1032
222,AMD Athlon II X2 4400e,2009,37,0,812,915
223,AMD Athlon II X4 620,2009,95,19.95,1985,1079
224,AMD Athlon XP2400+,2009,-1,0,374,600
225,AMD Opteron 1220,2009,103,0,1062,1091
226,AMD Opteron 2220 SE,2009,119,25,1398,798
227,AMD Phenom 8250 Triple-Core,2009,65,0,1151,798
228,AMD Phenom 9750B Quad-Core,2009,95,0,1570,968
229,AMD Phenom II X4 B45,2009,-1,0,2326,1254
230,AMD Sempron Dual Core 2300,2009,65,41.9,601,721
231,AMD Turion X2 Dual Core Mobile RM-76,2009,35,0,485,554
232,AMD Athlon 5000 Dual-Core,2009,65,19.95,836,902
233,AMD Athlon 64 X2 QL-66,2009,35,0,455,641
234,AMD Athlon II Dual-Core M300,2009,35,0,590,708
235,AMD Athlon II X2 235e,2009,45,16.9,972,1013
236,AMD Athlon X2 Dual Core 3250e,2009,22,0,418,487
237,AMD Athlon X2 Dual Core L310,2009,13,0,640,370
238,AMD Athlon X4 620,2009,95,64.9,1793,1100
239,AMD Phenom 8450e Triple-Core,2009,65,0,1172,828
240,AMD Phenom FX-5000 Quad-Core,2009,65,0,1679,874
241,AMD Turion II Dual-Core Mobile M500,2009,35,0,765,818
242,AMD Turion II Dual-Core Mobile M520,2009,35,69.1,706,764
243,AMD Turion II Ultra Dual-Core Mobile M600,2009,35,26.7,842,896
244,Athlon Dual Core 4050e,2009,45,0,705,764
245,AMD Athlon 2850e,2009,22,0,512,519
246,AMD Athlon 64 X2 Dual Core TK-55,2009,31,57.7,423,583
247,AMD Athlon 64 X2 QL-65,2009,35,0,559,629
248,AMD Athlon II Dual-Core M320,2009,35,30,569,686
249,AMD Athlon II X3 435,2009,95,29.9,1701,1208
250,AMD Athlon Neo X2 Dual Core 6850e,2009,22,0,449,534
251,AMD Athlon XP1600+,2009,-1,0,281,418
252,AMD Opteron 1214,2009,103,54.99,714,840
253,AMD Phenom II X2 B53,2009,80,0,1140,1127
254,AMD Phenom II X4 820,2009,95,74.9,2100,1137
255,AMD Phenom II X4 B25,2009,-1,0,2134,1050
256,AMD Phenom II X4 B35,2009,-1,0,2371,1227
257,AMD Sempron M100,2009,-1,12,287,581
258,AMD Turion II Ultra Dual-Core Mobile M640,2009,35,0,953,986
259,AMD Turion X2 Dual Core Mobile RM-70,2009,31,132.5,382,454
260,AMD Athlon 64 X2 QL-67,2009,35,0,448,464
261,AMD Athlon II X2 240e,2009,45,23.89,951,1080
262,AMD Athlon II X3 400e,2009,45,107.4,1348,911
263,AMD Athlon II X4 600e,2009,45,130.2,1733,922
264,AMD Athlon II X4 605e,2009,45,98.68,1813,972
265,AMD Athlon X3 435,2009,95,95.4,1804,1204
266,AMD Phenom II X2 B55,2009,80,47.9,1201,1249
267,Athlon Dual Core 4450e,2009,45,0,736,819
0,AMD Athlon 64 X2 Dual Core 3800+,2008,89,0,756,700
1,AMD Athlon 64 X2 Dual Core 4200+,2008,89,195.49,730,734
2,AMD Athlon 64 X2 Dual Core 4800+,2008,65,149.95,751,805
3,AMD Athlon 64 X2 Dual Core 5200+,2008,65,60,781,916
4,AMD Athlon 64 X2 Dual Core 5400+,2008,65,52.9,839,970
5,AMD Athlon 64 X2 Dual Core 5600+,2008,89,15.95,855,960
6,AMD Athlon 64 X2 Dual Core 6000+,2008,89,17.95,995,1099
7,AMD Athlon 64 X2 Dual Core 6400+,2008,125,32.95,1099,1196
8,AMD Opteron 144,2008,67,29.9,486,579
9,AMD Opteron 175,2008,110,0,1168,683
10,AMD Phenom 9500 Quad-Core,2008,95,18.95,1427,758
11,AMD Phenom 9850 Quad-Core,2008,125,29.9,1873,1029
12,AMD Phenom 9950 Quad-Core,2008,125,34.9,1767,1048
13,AMD Turion X2 Dual-Core Mobile RM-72,2008,35,224.2,459,616
14,AMD Athlon 64 3000+,2008,89,39.86,473,554
15,AMD Athlon 64 3200+,2008,62,149.9,510,595
16,AMD Athlon 64 3500+,2008,45,18.9,563,664
17,AMD Athlon 64 3700+,2008,89,69,606,669
18,AMD Athlon 64 4000+,2008,62,15,494,536
19,AMD Athlon 64 X2 Dual Core 3600+,2008,65,50,802,665
20,AMD Athlon 64 X2 Dual Core 4000+,2008,65,0,760,607
21,AMD Athlon 64 X2 Dual Core 4400+,2008,65,99.68,745,838
22,AMD Athlon 64 X2 Dual Core 4600+,2008,65,359.9,950,842
23,AMD Athlon 64 X2 Dual Core 5000+,2008,65,331.4,929,856
24,AMD Athlon 64 X2 Dual-Core TK-55,2008,35,72.7,509,604
25,AMD Athlon XP 2500+,2008,-1,0,356,544
26,AMD Athlon XP 2600+,2008,-1,23,373,584
27,AMD Athlon XP 2700+,2008,-1,84.7,394,612
28,AMD Athlon XP 3200+,2008,62,0,433,662
29,AMD Opteron 275,2008,95,54.99,1291,685
30,AMD Phenom 8450 Triple-Core,2008,95,29.9,1025,764
