,name,year,TDP,Price,CPU_Mark,Thread_Mark
424,AMD Ryzen 5 2400G,2018,65.0,259.98,8853,2188
425,AMD EPYC 7551P,2018,180.0,2034.08,23581,1533
426,AMD Ryzen 5 2600,2018,65.0,157.95,13285,2268
427,AMD Ryzen 5 2600X,2018,95.0,198.45,14112,2417
428,AMD Ryzen 7 2700,2018,65.0,249.99,15861,2227
429,AMD Ryzen 7 2700X,2018,105.0,301.24,17583,2443
430,AMD Ryzen Threadripper 2990WX,2018,250.0,1432.65,30228,2299
431,AMD Athlon 200GE,2018,35.0,77.8,4143,1762
432,AMD Ryzen Threadripper 2950X,2018,180.0,649.99,30341,2499
433,AMD A6-9500E,2018,35.0,86.3,1895,1546
434,AMD Sempron 240,2018,65.0,38.4,1282,1263
435,AMD Ryzen Threadripper 2920X,2018,180.0,486.01,25336,2488
436,AMD Ryzen Threadripper 2970WX,2018,250.0,901.32,26494,2362
437,AMD A8-7680,2019,45.0,59.9,3581,1638
438,AMD Athlon 240GE,2019,35.0,84.95,4752,1982
439,AMD EPYC 7371,2019,-1.0,1808.99,22859,2180
440,AMD Ryzen 3 2300X,2019,65.0,207.1,7828,2364
441,AMD Athlon 220GE,2019,35.0,79.99,4472,1898
442,AMD EPYC 7351,2019,155.0,950.0,21261,1728
443,AMD A6-7480,2019,65.0,43.9,2024,1699
444,AMD EPYC 7301,2019,155.0,734.92,12085,1228
445,AMD Opteron 3250 HE,2019,45.0,99.0,1905,1010
446,AMD Ryzen 5 3600,2019,65.0,167.0,17792,2576
447,AMD Ryzen 3 3200G,2019,65.0,89.99,7267,2226
448,AMD Ryzen 5 3400G,2019,65.0,229.99,9424,2385
449,AMD Ryzen 5 3600X,2019,95.0,204.99,18345,2676
450,AMD Ryzen 7 3700X,2019,65.0,274.99,22697,2679
451,AMD Ryzen 7 3800X,2019,105.0,328.98,23323,2750
452,AMD Ryzen 9 3900X,2019,105.0,417.0,32804,2725
453,AMD EPYC 7502P,2019,180.0,2582.02,48724,1838
454,AMD EPYC 7702P,2019,200.0,4783.99,63910,2073
455,AMD EPYC 7742,2019,225.0,7410.0,66679,2127
456,AMD EPYC 3251,2019,50.0,315.0,13341,1775
457,AMD EPYC 7402P,2019,180.0,1403.99,35435,1462
458,AMD Athlon 3000G,2019,35.0,54.9,4620,2087
459,AMD EPYC 7302P,2019,155.0,913.99,38825,2073
460,AMD EPYC 7452,2019,155.0,2317.15,53075,2049
461,AMD Ryzen 9 3950X,2019,105.0,709.99,39400,2746
462,AMD EPYC 7262,2019,155.0,667.2,28706,2007
463,AMD Ryzen Threadripper 3960X,2019,280.0,1322.79,56188,2690
464,AMD Ryzen Threadripper 3970X,2019,280.0,1899.99,62926,2694
465,AMD Ryzen Threadripper 3990X,2020,280.0,3449.99,80966,2513
466,AMD EPYC 7232P,2020,120.0,528.29,16365,1238
467,AMD EPYC 7702,2020,200.0,6300.0,71362,2067
468,AMD Ryzen 3 3100,2020,65.0,179.0,12153,2477
469,AMD Ryzen 3 3300X,2020,65.0,199.99,12904,2711
