name,DDR3_4,size,totalSize,latency,readRate,writeRate,Price,RAMmark
Corsair CMZ16GX3M2A1600C9 8GB,0,8,16,39,14.7,9.2,106.9,534.2963497
Corsair CMZ16GX3M2A1600C10 8GB,0,8,16,39.76190476,14.1,9.2,76.9,524.0534416
Corsair CMZ16GX3M2A1866C9 8GB,0,8,16,35.33333333,13.8,9.1,75.9,589.0285556
Corsair CMZ16GX3M2A1866C10 8GB,0,8,16,37,14,9,136.4,562.7241202
Corsair CMZ16GX3M2A2133C10 8GB,0,8,16,34,14.7,10.7,109.9,612.5399126
Corsair CMZ16GX3M2A2400C10 8GB,0,8,16,23,15.1,10.3,229.9,902.7999522
Corsair CMZ16GX3M4A1600C9 4GB,0,4,16,40.44827586,13.5,9.3,109.9,515.1710677
Corsair CMZ16GX3M4A1866C9 4GB,0,4,16,23,14.7,10.4,159.9,902.759527
Corsair CMZ16GX3M4A2133C9 4GB,0,4,16,22,15,11.2,189.9,943.8231883
Corsair CMZ16GX3M4A2133C11 4GB,0,4,16,23,15.6,11.2,104.9,903.1395894
Corsair CMZ16GX3M4A2400C10 4GB,0,4,16,21,16.2,11.7,134.9,988.841085
Corsair CMZ16GX3M4X1600C9 4GB,0,4,16,35,14,9.6,121.9,594.7666991
Corsair CMZ16GX3M4X1866C9 4GB,0,4,16,38.4,13.1,9.3,143.3,542.3184587
Corsair CMZ16GX3M4X2133C11 4GB,0,4,16,24,14.4,10.5,109.9,865.3485934
Corsair CMZ24GX3M6A1600C9 4GB,0,4,24,24,14.8,10.3,199.9,865.3608132
Corsair CMZ32GX3M4A1600C9 8GB,0,8,32,27,13.7,9.3,299.9,769.3437668
Corsair CMZ32GX3M4A1866C9 8GB,0,8,32,25,14,10.4,159.9,830.8551045
Corsair CMZ32GX3M4A2133C10 8GB,0,8,32,26,13.7,10.8,289.9,799.1656969
Corsair CMZ32GX3M4X1600C10 8GB,0,8,32,41.5,12.9,8,249.9,501.7707771
Corsair CMZ32GX3M4X1866C10 8GB,0,8,32,26,13.6,10.2,228.9,798.9793066
Corsair CMZ32GX3M8X1600C9 4GB,0,4,32,29,12.3,10.2,399.9,716.6422318
Corsair CMZ64GX3M8A1600C9 8GB,0,8,64,28,12.3,9.9,299.9,741.9738614
Corsair CMZ64GX3M8A1866C9 8GB,0,8,64,26,13.5,11,329.9,799.1877925
Corsair VS2GB1333D3 2GB,0,2,2,25,13.4,8.4,32.4,830.1880498
Crucial Technology 16JTF1G64AZ-1G6E1 8GB,0,8,8,23,15.9,11.1,27.9,903.162857
Crucial Technology BLE2G3D1608DE1TX0. 2GB,0,2,2,19,17.6,10.2,7.9,1092.10679
Crucial Technology BLE2G3D1869DE1TX0. 2GB,0,2,2,24,14.8,9.6,30,865.1633751
Crucial Technology BLE4G3D1608DE1TX0. 4GB,0,4,4,32.5,16.6,9.8,72.3,640.6274325
Crucial Technology BLE4G3D1869DE1TX0. 4GB,0,4,4,22,16,10.2,33.9,943.7127105
Crucial Technology BLE8G3D21BCE1.16FN 8GB,0,8,8,22,16.9,11.6,67.9,944.2620055
Crucial Technology BLE8G3D1869DE1TX0. 8GB,0,8,8,33.33333333,15.7,10.2,54.9,624.7104572
Crucial Technology BLS2G3D1609DS1S00. 2GB,0,2,2,23,13.8,8.8,23.9,902.1538211
Crucial Technology BLS4G3D18ADS3.16FE 4GB,0,4,4,31.33333333,16.1,10.4,41.7,664.3550572
Crucial Technology BLS4G3D169DS3.16FE 4GB,0,4,4,39.33333333,12.9,8.7,69.3,529.3619145
Crucial Technology BLS4G3D169DS3.16FK 4GB,0,4,4,24,14.7,10,48.9,865.2590392
Crucial Technology BLS4G3D1339DS1S00. 4GB,0,4,4,26,13.3,8.1,89.9,798.3355194
Crucial Technology BLS4G3D1609DS1S00 4GB,0,4,4,62,7.6,4.2,80,335.3594438
Crucial Technology BLS4G3D1609DS1S00. 4GB,0,4,4,36.68292683,15.4,9.9,34.9,568.0394438
Crucial Technology BLS4G3D1609ES2LX0. 4GB,0,4,4,33.33333333,15,9.9,38.9,624.5057373
Crucial Technology BLS4G3N18AES4.16FE 4GB,0,4,4,24,13.3,10.4,38.4,865.1316537
Crucial Technology BLS4G3N169ES4.16FE 4GB,0,4,4,26,13.5,9.2,90.6,798.6800946
Crucial Technology BLS4G3N169ES4.16FK 4GB,0,4,4,25,14.3,9.7,44.9,830.7091395
Crucial Technology BLS8G3D18ADS3.16FE 8GB,0,8,8,32.25,16.5,11.1,78.2,645.8995434
Crucial Technology BLS8G3D169DS3.16FE 8GB,0,8,8,33,14.8,9.4,89.9,630.5843316
Crucial Technology BLS8G3D1339DS1S00. 8GB,0,8,8,37,13.6,8.2,84.9,562.4298461
Crucial Technology BLS8G3D1609DS1S00. 8GB,0,8,8,37.75925926,14.4,9.3,79.9,551.6615134
Crucial Technology BLS8G3D1609ES2LX0. 8GB,0,8,8,36.55555556,14.2,8.9,132.6,569.5117931
Crucial Technology BLS8G3N18AES4.16FE 8GB,0,8,8,35,14.2,10.1,84.9,594.9420416
Crucial Technology BLS8G3N169ES4.16FE 8GB,0,8,8,29,12.6,8.9,83.9,716.3270341
Crucial Technology BLT2G3D1608DT1TX0 2GB,0,2,2,23,13.6,9.4,7.9,902.2887384
Crucial Technology BLT2G3D1608DT1TX0. 2GB,0,2,2,27,13.5,7.6,9.9,768.829959
Crucial Technology BLT2G3D1608DT2TXOB 2GB,0,2,2,24,14.7,8.6,36.9,864.8641631
Crucial Technology BLT2G3D1608DT2TXRG 2GB,0,2,2,26,14.6,8.2,9.9,798.5867744
Crucial Technology BLT2G3D1869DT1TX0. 2GB,0,2,2,21,17.7,10.3,8.9,988.7035738
Crucial Technology BLT4G3D1337DT1TX0. 4GB,0,4,4,25,14.2,8.4,65.9,830.3253111
Crucial Technology BLT4G3D1608DT1TX0. 4GB,0,4,4,35.66666667,14.7,9.6,92.3,583.8651782
Crucial Technology BLT4G3D1608DT2TXOB 4GB,0,4,4,33.33333333,14.6,9.4,33.9,624.2960795
Crucial Technology BLT4G3D1608DT2TXRG 4GB,0,4,4,25,14.7,9.3,39.9,830.6649483
Crucial Technology BLT4G3D1608ET3LX0. 4GB,0,4,4,35.28571429,15.2,10,22.9,590.3108628
Crucial Technology BLT4G3D1869DT1TX0. 4GB,0,4,4,32,15.2,10.6,44.1,650.5349802
Crucial Technology BLT4G3D1869DT2TXOB 4GB,0,4,4,22,16.1,10.8,22.9,943.8991008
Crucial Technology BLT4G3D1869DT2TXRG 4GB,0,4,4,23,16,10.4,33.9,902.9825766
Crucial Technology BLT8G3D1608DT1TX0. 8GB,0,8,8,38.5,14.9,9,79.8,541.1467122
Crucial Technology BLT8G3D1608DT2TXOB 8GB,0,8,8,25,14.4,9.1,77.1,830.5570645
Crucial Technology BLT8G3D1608DT2TXRG 8GB,0,8,8,34.33333333,14.6,9.2,55.9,606.206472
Crucial Technology BLT8G3D1608ET3LX0. 8GB,0,8,8,33,16.4,10.1,36.9,631.0562922
Crucial Technology BLT8G3D1869DT1TX0. 8GB,0,8,8,30,15.4,10.6,54.9,693.5651115
Crucial Technology CT4G3S1067M.C16FKR 4GB,0,4,4,30,10.1,6.6,24.9,691.5275381
Crucial Technology CT4G3S1339M.M16FKD 4GB,0,4,4,28,11.1,8,22.9,741.2320662
Crucial Technology CT8G3S160BM.C16FED 8GB,0,8,8,27,15,9.3,42.9,769.5668164
Crucial Technology CT8G3S160BM.C16FPD 8GB,0,8,8,29,12.6,8.3,53.9,716.1578015
Crucial Technology CT8G3S160BM.M16FED 8GB,0,8,8,30,11.8,8.3,76.9,692.2987107
Crucial Technology CT8G3S1339M.M16FDD 8GB,0,8,8,37,9.7,7.7,57.9,561.6196702
Crucial Technology CT12864BA160B.M4FK 1GB,0,1,1,24,14.6,8.9,42.9,864.9316217
Crucial Technology CT12864BA1339.M4FK 1GB,0,1,1,65,6.6,4.7,21.9,319.9656252
Crucial Technology CT25664BA160B.C8F 2GB,0,2,2,66,6.6,4.6,30.9,315.1266991
Crucial Technology CT25664BA160B.C8FE 2GB,0,2,2,25,15.8,8.8,30.9,830.7126554
Crucial Technology CT25664BA160B.C16F 2GB,0,2,2,29,14.3,10.1,15.9,716.9571796
Crucial Technology CT25664BA1067.M8FM 2GB,0,2,2,79,5.2,3.7,32.2,263.1762003
Crucial Technology CT25664BA1067.M16F 2GB,0,2,2,27,12.5,7.2,11.9,768.5455607
Crucial Technology CT25664BA1339.C8F1 2GB,0,2,2,27,12.7,7.5,26.6,768.6644923
Crucial Technology CT25664BC1339.M8FM 2GB,0,2,2,27,13.4,7.1,19.9,768.6717742
Crucial Technology CT51264BA160B.C16F 4GB,0,4,4,26,14.2,9.1,20.9,798.7719927
Crucial Technology CT51264BA1339.C16F 4GB,0,4,4,27,13.9,8.4,18.8,769.1242332
Crucial Technology CT51264BC160B.M16F 4GB,0,4,4,28,11.1,9.2,47.8,741.5705315
Crucial Technology CT51264BC1067.M16F 4GB,0,4,4,31,8.8,5.1,24.9,668.6900181
Crucial Technology CT51264BC1339.D16F 4GB,0,4,4,31,10.5,7.7,38.1,669.7150396
Crucial Technology CT51264BC1339.M16F 4GB,0,4,4,28,11.8,8.5,23.9,741.493197
Crucial Technology CT51264BD160B.C16F 4GB,0,4,4,26,14.1,9.6,26.99,798.8958623
Crucial Technology CT51264BD160B.M16F 4GB,0,4,4,31,12.5,9.4,23.9,670.5376852
Crucial Technology CT51264BD1339.M16F 4GB,0,4,4,25,12.1,8.6,18,830.0214112
Crucial Technology CT51264BF160B.C16F 4GB,0,4,4,41.75,12.6,9.2,27.99,499.079919
Crucial Technology CT51264BF186DJ.C8F 4GB,0,4,4,27,11.8,7.6,23.9,768.5382789
Crucial Technology CT51264BF186DJ.M8F 4GB,0,4,4,26,13.4,9.2,17.9,798.6629369
Crucial Technology CT51264BF1339.C16F 4GB,0,4,4,27,10.5,6.9,52.2,768.1177912
Crucial Technology CT51264BF1339.M16F 4GB,0,4,4,28,11.5,8.2,21.9,741.3571077
Crucial Technology CT51272BA1067.M18F 4GB,0,4,4,71,6.2,3.7,13.9,292.783315
Crucial Technology CT51272BA1339.M18F 4GB,0,4,4,27,14,8.6,15.4,769.1978017
Crucial Technology CT102464BA160B.16F 8GB,0,8,8,26,14.1,9.6,34.7,798.8958623
Crucial Technology CT102464BA160B.C16 8GB,0,8,8,40.17647059,13.4,8.2,50.3,518.2955129
Crucial Technology CT102464BA160B.M16 8GB,0,8,8,36.33333333,11.2,6.3,69.9,571.7167198
Crucial Technology CT102464BA1339.C16 8GB,0,8,8,40.8,13.7,7.9,45,510.411958
Crucial Technology CT102464BA1339.M16 8GB,0,8,8,27,12.5,7.4,37.9,768.6019716
Crucial Technology CT102464BD160B.C16 8GB,0,8,8,40.5,13.1,8,44.99,514.0841295
Crucial Technology CT102464BD160B.M16 8GB,0,8,8,39,13.6,9.4,29.9,534.1640263
Crucial Technology CT102464BD186D.C16 8GB,0,8,8,73,6.4,4.5,43.9,285.0795495
Crucial Technology CT102464BD186D.M16 8GB,0,8,8,31,13.3,9.6,60.1,670.7313574
Crucial Technology CT102464BF160B.C16 8GB,0,8,8,41.28571429,12.8,8.7,28.9,504.5322045
Crucial Technology CT102464BF160B.M16 8GB,0,8,8,41.33333333,11.4,8.3,41.9,503.6032745
Crucial Technology CT102464BF186D.C16 8GB,0,8,8,32,12.2,8.8,76.3,649.5125526
Crucial Technology CT102464BF1339.C16 8GB,0,8,8,29,12.2,8.2,40,716.0609654
Crucial Technology CT102464BF1339.M16 8GB,0,8,8,30,11.1,7.8,51.9,692.0375799
Crucial Technology CT204864BD160B.16F 16GB,0,16,16,68,6.7,5.2,133.9,306.1161234
Crucial Technology M471B1G73DB0-YK0 8GB,0,8,8,27,12.8,8.7,31.2,769.0201152
G Skill Intl F3-2600C10-4GTXD 4GB,0,4,4,18,18.3,12.4,219.9,1153.192419
G Skill Intl F3-8500CL7-4GBRL 4GB,0,4,4,28,11.8,7,29.9,741.0701154
G Skill Intl F3-8500CL7-4GBSQ 4GB,0,4,4,30,8.7,5.3,19.99,690.9206602
G Skill Intl F3-10600CL9-2GBNT 2GB,0,2,2,26,13.2,8.4,20.4,798.4029781
G Skill Intl F3-10600CL9-4GBSQ 4GB,0,4,4,27,11.9,8.6,27.3,768.8374909
G Skill Intl F3-10666CL7-4GBECO 4GB,0,4,4,25,13.8,8.5,27.9,830.2848859
G Skill Intl F3-10666CL7-4GBRH 4GB,0,4,4,25,13.6,8.5,28.9,830.2505706
G Skill Intl F3-10666CL7-4GBXH 4GB,0,4,4,25,13.3,8.4,25.99,830.1708922
G Skill Intl F3-10666CL9-2GBNQ 2GB,0,2,2,27,10.8,7,26.9,768.1974696
G Skill Intl F3-10666CL9-2GBNS 2GB,0,2,2,25,12.8,7.9,18.9,829.9440767
G Skill Intl F3-10666CL9-2GBSQ 2GB,0,2,2,25,12,7.8,14.99,829.77861
G Skill Intl F3-10666CL9-4GBNT 4GB,0,4,4,43,12.8,7.7,17.9,484.3212936
G Skill Intl F3-10666CL9-4GBRL 4GB,0,4,4,37.66666667,13.9,8.6,39.9,552.7218654
G Skill Intl F3-10666CL9-4GBSQ 4GB,0,4,4,28,11.1,7.9,23.99,741.2038608
G Skill Intl F3-10666CL9-4GBXL 4GB,0,4,4,37.33333333,11.7,6.7,25.99,556.7005587
G Skill Intl F3-10666CL9-8GBNT 8GB,0,8,8,28,12,6.9,38.99,741.0762253
G Skill Intl F3-10666CL9-8GBXL 8GB,0,8,8,27,12.9,7.9,36.99,768.8116294
G Skill Intl F3-12800CL8-4GBECO 4GB,0,4,4,22,14.3,9.8,38.9,943.3082086
G Skill Intl F3-12800CL8-4GBRM 4GB,0,4,4,23,15.7,10.1,33.9,902.8464873
G Skill Intl F3-12800CL9-2GBNQ 2GB,0,2,2,24,14.5,9.2,26.9,864.9990804
G Skill Intl F3-12800CL9-2GBRL 2GB,0,2,2,24,14.4,9.2,24.9,864.9819227
G Skill Intl F3-12800CL9-4GBRL 4GB,0,4,4,38.39130435,13.8,8.9,22.99,542.4474727
G Skill Intl F3-12800CL9-4GBSK 4GB,0,4,4,25,13.9,8.1,26.9,830.1892218
G Skill Intl F3-12800CL9-4GBSQ 4GB,0,4,4,25,13.1,8.3,20.9,830.1083714
G Skill Intl F3-12800CL9-4GBSR 4GB,0,4,4,37.25,14.5,8.9,29.9,559.0381893
G Skill Intl F3-12800CL9-4GBX 4GB,0,4,4,21,15.3,10.1,24.99,988.2353791
G Skill Intl F3-12800CL9-4GBXL 4GB,0,4,4,38.76271186,14.1,9.2,24.9,537.4328047
G Skill Intl F3-12800CL10-8GBXL 8GB,0,8,8,40.6,13.7,8.5,38.99,513.0729794
G Skill Intl F3-12800CL11-4GBSQ 4GB,0,4,4,27,13.9,8.6,27.9,769.180644
G Skill Intl F3-14900CL9-4GBXL 4GB,0,4,4,32.75,15.4,10.5,29.9,635.7715349
G Skill Intl F3-14900CL10-8GBXL 8GB,0,8,8,38.125,14.2,8.9,41.9,546.2710431
G Skill Intl F3-16000CL9-4GBRM 4GB,0,4,4,25,13,8,44.9,830.0065975
Heoriady 16KTF1G64HZ-1G6E1 8GB,0,8,8,29,12.3,9.1,26,716.331972
Hynix Semiconductor (Hyundai Electronics) HMT325S6,0,25,25,28,10.6,7.2,99,740.9206344
Hynix Semiconductor (Hyundai Electronics) M391B1G73AH0-YH9 8GB,0,8,8,26,14.1,8.1,50.4,798.4727807
Kingston 16KTF1G64HZ-1G6E1 8GB,0,8,8,28,11.1,8.6,59.5,741.4012988
Kingston HX316C10F/8 8GB,0,8,8,29,13.3,7.9,89.9,716.1650834
Kingston K531R8-HYA 4GB,0,4,4,37,13.7,8.2,21,562.4470038
Kingston KHX16 4GB,0,4,4,24,9.7,4,45.9,862.70883
Kingston KHX1600C9D3/4G 4GB,0,4,4,24,14,9.4,83.8,864.969703
Kingston KHX1600C9D3LK2/4GX 2GB,0,2,2,20,16,9.7,28.9,1037.380736
Kingston KHX1600C9D3LK2/8GX 4GB,0,4,4,24,14.6,9.5,135.8,865.1008543
Kingston KHX1600C9S3K2/8GX 4GB,0,4,4,27,13.2,8.6,54.9,769.0605404
Kingston KN2M64-ETB 8GB,0,8,8,43,11.3,8,44.9,484.1485451
Kingston KNWMX1-ETB 4GB,0,4,4,31,11.2,6.9,19.9,669.6094998
Kingston KNWMX1-HYA 4GB,0,4,4,37,12,8.1,20,562.1271181
Kingston KR1P74-HYC 4GB,0,4,4,33,8.5,6.6,157.9,628.7136469
Kingston KTW149-ELD 1GB,0,1,1,28,14.5,8,11.9,741.8154266
Micron Technology 8JTF51264AZ-1G6E1 4GB,0,4,4,42.42857143,13.3,7.9,14,490.9275102
Micron Technology 8KTF25664HZ-1G6M1 2GB,0,2,2,26,12.1,6.9,6,797.7911623
Micron Technology 8KTF51264AZ-1G6E1 4GB,0,4,4,27,13.2,7.7,13.7,768.8066915
Micron Technology 8KTF51264AZ-1G6P1 4GB,0,4,4,36,14.3,8.3,24.5,578.0721429
Micron Technology 8KTF51264HZ-1G6E2 4GB,0,4,4,29,12.9,7.7,29.9,716.0400418
Micron Technology 8KTF51264HZ-1G9E2 4GB,0,4,4,24,14.7,10.3,14.9,865.3436555
Micron Technology 16KTF51264HZ-1G6M1 4GB,0,4,4,42,11.9,8.6,48,495.8481831
Mushkin 99[2/7/4]031 8GB,0,8,8,26,14.4,9.4,73.9,798.8909244
Mushkin 99[2/7]177 4GB,0,4,4,27,14.4,9.8,65.9,769.6048976
Mushkin 99[2/7]218 8GB,0,8,8,28,11.9,5.8,102.9,740.7488079
Mushkin 991573 (996573) 2GB,0,2,2,27,13,7.1,14,768.6031436
Mushkin 991586 2GB,0,2,2,26,13.8,7.9,9.9,798.3648969
Mushkin 991586 (996586) 2GB,0,2,2,65,6.7,5.4,14,320.1802209
Mushkin 991768 (996768) 2GB,0,2,2,26,12.8,8.3,21.9,798.306142
Mushkin 991769 (996769) 4GB,0,4,4,26,13.2,8.3,18.8,798.3747727
Mushkin 991770 4GB,0,4,4,26,13,8.2,20.9,798.3122519
Mushkin 991770 (996770) 4GB,0,4,4,26,12.4,6.7,20,797.7862244
Mushkin 991770 (998770) 4GB,0,4,4,28,12.2,7.2,72.8,741.195157
Mushkin 991776 (996776) 4GB,0,4,4,23,14.3,9.1,71.9,902.3242257
Mushkin 991776 (998776) 4GB,0,4,4,24,12.7,7.2,129.9,864.1261338
Mushkin 991981 (996981) 4GB,0,4,4,34.75,14.3,9.4,62.9,599.0038972
Mushkin 991981 (998981) 4GB,0,4,4,32.75,13.8,11.5,160.9,635.7790668
Mushkin 991982 (996982) 4GB,0,4,4,25,13.1,8.3,79.9,830.1083714
Mushkin 991988 (996988) 4GB,0,4,4,23,14,8.9,77.9,902.2163418
Mushkin 991990 (996990) 4GB,0,4,4,21,15.5,11.2,102.9,988.5799542
Mushkin 991991 (996991) 4GB,0,4,4,21,14.5,11.3,109.9,988.4365831
Mushkin 991995 (996995) 4GB,0,4,4,25,13.9,8.9,88.7,830.4148653
Mushkin 991996 (996996) 4GB,0,4,4,20,16.8,11.7,49.9,1038.082106
Mushkin 991997 (996997) 4GB,0,4,4,21,16.3,11.6,79.9,988.8300372
Mushkin 992000 (997000) 4GB,0,4,4,21,12.7,7.6,160.7,987.084144
Mushkin 992002 (997002) 4GB,0,4,4,25,13.8,8.4,29.9,830.2566805
Mushkin 992005 (997005) 4GB,0,4,4,24,14.4,9.2,44.8,864.9819227
Mushkin 992006 (997006) 4GB,0,4,4,23,13.7,8.1,55.9,901.9392254
Mushkin 992007 (997007) 4GB,0,4,4,22,15.4,10.2,49.9,943.6097645
Mushkin 992008 (997008) 4GB,0,4,4,24,14.2,10.1,74.9,865.2014563
Mushkin 992015 (997015) 4GB,0,4,4,22,16.1,11.2,89.9,944.0119225
Mushkin 992017 (997017) 8GB,0,8,8,28,12.9,7.6,31.7,741.4280823
Mushkin 992018 (997018) 8GB,0,8,8,26,13.5,8.3,62.3,798.4262456
Mushkin 992019 (997019) 8GB,0,8,8,29,6.7,3.6,31.7,713.8198441
Mushkin 992020 (997020) 8GB,0,8,8,29,10.3,6.4,31.7,715.227272
Mushkin 992028 8GB,0,8,8,26,13.3,9.5,31.7,798.7303956
Mushkin 992029 2GB,0,2,2,73,6.2,4.5,16.4,285.0452342
Mushkin 992030 4GB,0,4,4,26,13.6,9.4,34.9,798.7536631
Mushkin 992030 (997030) 4GB,0,4,4,26,13.6,8.6,19.1,798.5280196
Mushkin 992031 8GB,0,8,8,26,12.4,8.5,28.9,798.2939223
Mushkin 992038 8GB,0,8,8,42.5,9.6,5.5,28.9,488.7982383
Mushkin 992043 (997043) 4GB,0,4,4,25,14.8,9,52.9,830.5974897
Mushkin 992046 (997046) 4GB,0,4,4,22,15.7,10.1,55.9,943.6330321
Mushkin 992050 (997050) 8GB,0,8,8,25,14.1,8.5,119.9,830.3363589
Mushkin 992052 (997052) 4GB,0,4,4,25,13.5,9.7,94.9,830.5718782
Mushkin 992055 (997055) 8GB,0,8,8,26,12.7,7.5,95.9,798.0633409
Mushkin 992066 (997066) 4GB,0,4,4,75,5.1,4,43.9,277.1764804
Mushkin 992067 (997067) 8GB,0,8,8,26,13.6,9.3,92.8,798.7254577
Mushkin 992069 (997069) 8GB,0,8,8,24,14.4,9.4,99.7,865.0383336
Mushkin 992070 (997070) 8GB,0,8,8,23,15.2,10.1,87.9,902.760699
Mushkin 992071 (997071) 8GB,0,8,8,21,17.5,11.7,144.9,989.0641346
Mushkin 992072 (997072) 8GB,0,8,8,24,14.9,10.6,82.9,865.4625871
Mushkin 992073 (997073) 8GB,0,8,8,23,15.4,10.5,90.9,902.9078361
Mushkin 992074 (997074) 8GB,0,8,8,26,12.1,7.2,32.9,797.8757786
Mushkin 992083 (997083) 4GB,0,4,4,23,17.4,10.7,62.9,903.3074001
Mushkin 992084 (997084) 4GB,0,4,4,20,17.7,12.3,89.9,1038.405758
Mushkin 992092 (997092) 4GB,0,4,4,22,15.5,10.2,54.9,943.6269222
Mushkin 992093 (997093) 4GB,0,4,4,26,13.5,8.7,53.7,798.5390674
Mushkin 992099 8GB,0,8,8,27,11.9,9.3,50.9,769.0349289
Mushkin 992102 (997102) 8GB,0,8,8,31.66666667,16.4,10.1,169.9,657.3886579
Mushkin 992103 (997103) 8GB,0,8,8,24,13.7,8.9,162.9,864.7772028
Mushkin 992104 (997104) 8GB,0,8,8,23,15.2,10.1,178.9,902.760699
Mushkin 992105 (997105) 8GB,0,8,8,25,14.6,9.8,159.9,830.7888179
Mushkin 992110 (997110) 8GB,0,8,8,26,14.6,9.7,52.4,799.009856
Mushkin 992112 (997112) 8GB,0,8,8,65,6.6,3.7,43.6,319.6835708
Mushkin 992121 (997121) 8GB,0,8,8,23,16.3,11.2,124.9,903.259693
Mushkin 992122 (997122) 8GB,0,8,8,25,15.2,9.4,114.9,830.7789421
Mushkin 992123 (997123) 8GB,0,8,8,22,17.5,12,95.9,944.4777732
Mushkin 992124 (997124) 8GB,0,8,8,29.75,17.1,11.7,87.9,699.9480015
Mushkin 992125 (997125) 8GB,0,8,8,25,14.8,9.7,91.9,830.7949277
Mushkin 992164 (997164) 4GB,0,4,4,21,18.3,11.8,52.9,989.2296013
Mushkin 993982 4GB,0,4,4,67,6.4,5.1,209.9,310.5662939
Mushkin 993988 4GB,0,4,4,23,14.5,13.2,76.4,903.5149639
Mushkin 993995 4GB,0,4,4,25,13.7,9.6,84.5,830.5779881
Mushkin 993996 4GB,0,4,4,22,13.7,11.5,105.9,943.684755
Mushkin 993997 4GB,0,4,4,24,13.9,10.4,179.9,865.2345997
Mushkin 993999 4GB,0,4,4,24,14.7,10.5,179.9,865.4000664
Mushkin 994007 4GB,0,4,4,24,13.2,11,99.9,865.2837287
Mushkin 994015 4GB,0,4,4,27,13.1,10.3,169.9,769.5228752
Mushkin 994018 8GB,0,8,8,29,11,10,187.9,716.3627714
Mushkin 994031 8GB,0,8,8,25,12.9,7.3,159.9,829.7920017
Mushkin 994043 4GB,0,4,4,26,14.6,9.3,95.9,798.8970343
Mushkin 994046 4GB,0,4,4,22,17.3,11,110.9,944.1614036
Mushkin 994050 8GB,0,8,8,24,14.2,10,239.9,865.1732509
Mushkin 994052 4GB,0,4,4,20,17.1,11.7,129.9,1038.133579
Mushkin 994055 8GB,0,8,8,28,12.9,9.1,216.9,741.8511639
Mushkin 994069 8GB,0,8,8,35.25,14.6,9.7,179.8,590.7158866
Mushkin 994070 8GB,0,8,8,24,15.2,10.5,177.9,865.4858547
Mushkin 994071 8GB,0,8,8,23,17.5,11.5,204.9,903.5502012
Mushkin 994072 8GB,0,8,8,25,15.8,10.4,169.9,831.1639424
Mushkin 994074 8GB,0,8,8,26,14.7,9.6,179.8,798.9988082
Mushkin 994083 4GB,0,4,4,21,16.1,11.7,124.9,988.8239274
Mushkin 994084 4GB,0,4,4,20,16.7,12.7,149.9,1038.347003
Mushkin 994092 4GB,0,4,4,23,15,10.8,114.9,902.9238217
Mushkin 994093 4GB,0,4,4,20,17,12.3,106.4,1038.285654
Mushkin 994102 8GB,0,8,8,27,14.2,9.8,329.9,769.5705823
Mushkin 994104 8GB,0,8,8,25,12.8,11,349.9,830.8184453
Mushkin 994105 8GB,0,8,8,22,14,12.1,294.9,943.9054606
Mushkin 994121 8GB,0,8,8,30,11.8,10.2,206.9,692.834614
Mushkin 994122 8GB,0,8,8,23,17.1,11.5,234.9,903.4815706
Mushkin 994122R 8GB,0,8,8,22,15.8,12.5,379.9,944.3271202
Mushkin 994123 8GB,0,8,8,24,15.1,11.2,179.8,865.6661351
Mushkin 994125R 8GB,0,8,8,28,13.3,9.4,170.9,742.0044108
Mushkin 994132 8GB,0,8,8,23,15.2,10.5,145.5,902.8735207
Mushkin 994136 8GB,0,8,8,42,7.3,6.7,207.2,494.5230275
Mushkin 996969 4GB,0,4,4,27,15,8.8,74.9,769.4257892
Mushkin 998991 4GB,0,4,4,70,6.5,5.3,164.9,297.4385884
Mushkin 998995 4GB,0,4,4,22,14.8,9.9,79.8,943.4222023
Mushkin 999000 4GB,0,4,4,23,13,11.6,139.2,902.8063121
Mushkin 999002 4GB,0,4,4,26,8.7,4.7,99.8,796.5872823
Mushkin 999051 4GB,0,4,4,52,8.1,6.4,135.9,400.0793735
Patriot Memory (PDP Systems) 1333EL Series 4GB,0,4,4,37.66666667,13.8,8.1,59.9,552.5636806
Patriot Memory (PDP Systems) 1600EL Series 4GB,0,4,4,25,13.3,8.7,26.9,830.2555085
Patriot Memory (PDP Systems) 1600LL Series 4GB,0,4,4,40.8,14.3,9.3,47.9,510.90978
Patriot Memory (PDP Systems) 2000LL Series 2GB,0,2,2,61,6.6,5.4,35.7,340.9832314
Patriot Memory (PDP Systems) 2133C9 Series 4GB,0,4,4,22,16.3,12.3,242.1,944.3564977
Patriot Memory (PDP Systems) 2133C11 Series 4GB,0,4,4,30.33333333,15.7,9.8,178.1,685.8312371
Patriot Memory (PDP Systems) 2400C9 Series 2GB,0,2,2,18,18.6,13.9,109.9,1153.666973
Patriot Memory (PDP Systems) 2400C10 Series 8GB,0,8,8,37,14.7,8.9,299.9,562.8160184
Patriot Memory (PDP Systems) 2400C11 Series 4GB,0,4,4,23,15.7,10.8,49.9,903.0439253
Patriot Memory (PDP Systems) PSD32G13332 2GB,0,2,2,25,13.5,8.6,22.9,830.2616184
Patriot Memory (PDP Systems) PSD32G133381 2GB,0,2,2,26,12.9,7.5,23.9,798.0976562
Patriot Memory (PDP Systems) PSD32G160081 2GB,0,2,2,28,13.8,8,22.1,741.695323
Patriot Memory (PDP Systems) PSD34G1600L81S 4GB,0,4,4,31,12.4,7.7,17.9,670.0410352
