Samsung BWBD3R,29.1 GB,603,16,5831,NA,NA,Oct-15,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+BWBD3R&id=10494#price
Samsung CGND3R 64GB eMMC,58.2 GB,836,109,5223,NA,NA,May-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+CGND3R+64GB+eMMC&id=9746#price
Samsung CJNB4R,58.2 GB,"1,176",7,4784,NA,NA,Dec-16,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+CJNB4R&id=13391#price
Samsung CKTM4R,58.2 GB,"1,103",13,4868,NA,NA,Oct-17,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+CKTM4R&id=14869#price
Samsung CWBC3R,58.2 GB,643,6,5682,NA,NA,Oct-14,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+CWBC3R&id=8251#price
Samsung CWBD3R,58.2 GB,605,23,5822,NA,NA,Jul-15,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+CWBD3R&id=10035#price
Samsung DJNB4R,116.5 GB,847,46,5200,NA,NA,Jun-16,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+DJNB4R&id=12274#price
Samsung DWBD3R,116.5 GB,609,10,5809,NA,NA,Sep-15,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung+DWBD3R&id=10344#price
SAMSUNG HD040GJ,37.3 GB,306,15,7102,NA,NA,Apr-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD040GJ&id=614#price
SAMSUNG HD080HJ,74.5 GB,348,336,6881,$29.95*,11.62,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD080HJ&id=751#price
SAMSUNG HD081GJ,74.5 GB,415,47,6512,NA,NA,Oct-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD081GJ&id=17208#price
SAMSUNG HD081GJ,19.5 GB,393,1,6616,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD081GJ&id=1510#price
SAMSUNG HD082GJ,74.5 GB,452,133,6337,NA,NA,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD082GJ&id=694#price
SAMSUNG HD083GJ,74.4 GB,544,47,6017,$33.73*,16.13,May-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD083GJ&id=1511#price
SAMSUNG HD102UJ,931.5 GB,623,12,5760,NA,NA,Jul-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD102UJ&id=1512#price
SAMSUNG HD103SI,931.5 GB,639,9,5695,$50.87*,12.56,Apr-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD103SI&id=563#price
SAMSUNG HD103SJ,931.5 GB,877,19,5152,$78.99 ,11.1,Sep-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD103SJ&id=127#price
SAMSUNG HD103SM,931.5 GB,900,12,5115,NA,NA,Aug-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD103SM&id=5437#price
SAMSUNG HD103UI,931.5 GB,523,29,6079,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD103UI&id=1513#price
SAMSUNG HD103UJ,931.5 GB,653,10,5644,$64.00*,10.21,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD103UJ&id=191#price
SAMSUNG HD105SI,921.7 GB,687,97,5530,$70.52*,9.74,Apr-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD105SI&id=1514#price
SAMSUNG HD120IJ,111.8 GB,362,48,6801,NA,NA,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD120IJ&id=17364#price
SAMSUNG HD120IJ,73.2 GB,382,1,6683,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD120IJ&id=1515#price
SAMSUNG HD153WI,1.4 TB,665,22,5601,NA,NA,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD153WI&id=17283#price
SAMSUNG HD153WI,292.9 GB,693,1,5510,NA,NA,Jul-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD153WI&id=1516#price
SAMSUNG HD154UI,1.4 TB,614,350,5786,$37.79*,16.25,Jun-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD154UI&id=390#price
SAMSUNG HD155UI,1.4 TB,735,31,5406,$79.99*,9.19,Jun-11,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD155UI&id=707#price
SAMSUNG HD160HJ,149 GB,468,114,6273,NA,NA,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD160HJ&id=1517#price
SAMSUNG HD160JJ,149 GB,399,6,6590,$45.00*,8.87,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD160JJ&id=442#price
SAMSUNG HD161GJ,149 GB,700,9,5488,$76.89*,9.11,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD161GJ&id=679#price
SAMSUNG HD161HJ,149 GB,447,10,6360,$119.00*,3.76,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD161HJ&id=356#price
SAMSUNG HD161HJ 41R0186LEN,149 GB,455,32,6325,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD161HJ+41R0186LEN&id=1518#price
SAMSUNG HD161JJ,149 GB,380,6,6693,NA,NA,Apr-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD161JJ&id=4427#price
SAMSUNG HD162GJ,149 GB,679,28,5556,NA,NA,Jun-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD162GJ&id=1519#price
SAMSUNG HD163GJ,49 GB,745,1,5385,$69.99*,10.64,Feb-11,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD163GJ&id=1520#price
SAMSUNG HD163GJ,149 GB,774,26,5317,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD163GJ&id=17457#price
SAMSUNG HD200HJ,186.3 GB,469,6,6272,NA,NA,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD200HJ&id=677#price
SAMSUNG HD203WI,500 GB,599,1,5850,$205.89*,2.91,Jan-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD203WI&id=1521#price
SAMSUNG HD203WI,1.8 TB,630,24,5734,NA,NA,Oct-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD203WI&id=17073#price
SAMSUNG HD204UI,1.8 TB,775,410,5314,$99.00*,7.83,Nov-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD204UI&id=296#price
SAMSUNG HD250HJ,232.9 GB,576,499,5920,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD250HJ&id=431#price
SAMSUNG HD251HJ,232.9 GB,577,160,5917,NA,NA,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD251HJ&id=17287#price
SAMSUNG HD251HJ,78.1 GB,549,1,5999,$36.74*,14.94,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD251HJ&id=1522#price
SAMSUNG HD251KJ,232.9 GB,456,14,6321,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD251KJ&id=933#price
SAMSUNG HD252HJ,232.9 GB,598,299,5851,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD252HJ&id=153#price
SAMSUNG HD252KJ,232.9 GB,435,65,6411,NA,NA,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD252KJ&id=17373#price
SAMSUNG HD252KJ,48.8 GB,424,1,6459,NA,NA,Jan-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD252KJ&id=1523#price
SAMSUNG HD253GI,232.9 GB,534,6,6051,NA,NA,Sep-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD253GI&id=5631#price
SAMSUNG HD253GJ,232.8 GB,824,178,5243,$49.99*,16.48,Mar-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD253GJ&id=579#price
SAMSUNG HD254GJ,232.6 GB,851,48,5191,$138.00*,6.17,May-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD254GJ&id=1524#price
SAMSUNG HD256GJ,232.9 GB,861,59,5176,NA,NA,Sep-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD256GJ&id=1525#price
SAMSUNG HD300LD,279.5 GB,299,14,7131,$160.00*,1.87,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD300LD&id=1526#price
SAMSUNG HD300LJ,279.5 GB,358,47,6815,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD300LJ&id=1527#price
SAMSUNG HD320KJ,298.1 GB,477,159,6238,NA,NA,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD320KJ&id=43#price
SAMSUNG HD321HJ,298.1 GB,686,172,5532,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD321HJ&id=732#price
SAMSUNG HD321KJ,298.1 GB,483,666,6206,NA,NA,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD321KJ&id=204#price
SAMSUNG HD322GJ,298.1 GB,908,7,5104,NA,NA,Aug-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD322GJ&id=199#price
SAMSUNG HD322GM,298.1 GB,820,18,5252,NA,NA,Oct-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD322GM&id=5931#price
SAMSUNG HD322HJ,298.1 GB,678,15,5559,NA,NA,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD322HJ&id=5#price
SAMSUNG HD322IJ,298.1 GB,622,10,5764,NA,NA,Mar-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD322IJ&id=18062#price
SAMSUNG HD322IJ,102.8 GB,557,1,5970,NA,NA,Apr-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD322IJ&id=1528#price
SAMSUNG HD323HJ,298.1 GB,843,17,5211,NA,NA,Feb-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD323HJ&id=3911#price
SAMSUNG HD400LD,372.6 GB,409,25,6540,NA,NA,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD400LD&id=17402#price
SAMSUNG HD400LD,58.6 GB,380,6,6692,$147.00*,2.59,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD400LD&id=1529#price
SAMSUNG HD400LJ,372.6 GB,413,57,6524,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD400LJ&id=50#price
SAMSUNG HD401LJ,372.6 GB,428,44,6434,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD401LJ&id=17504#price
SAMSUNG HD401LJ,202 GB,384,1,6672,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD401LJ&id=1530#price
SAMSUNG HD403LJ,372.6 GB,428,149,6435,NA,NA,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD403LJ&id=681#price
SAMSUNG HD500LJ,465.8 GB,464,8,6291,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD500LJ&id=17630#price
SAMSUNG HD500LJ,48.8 GB,469,1,6271,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD500LJ&id=1531#price
SAMSUNG HD501LJ,465.8 GB,476,6,6239,$73.00*,6.53,Nov-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD501LJ&id=81#price
SAMSUNG HD502HI,465.8 GB,658,8,5626,$26.59*,24.74,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD502HI&id=92#price
SAMSUNG HD502HJ,465.8 GB,862,30,5173,$31.91*,27.02,Aug-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD502HJ&id=86#price
SAMSUNG HD502HM,465.8 GB,918,20,5093,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD502HM&id=3003#price
SAMSUNG HD502IJ,465.6 GB,657,6,5627,$58.00*,11.33,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD502IJ&id=300#price
SAMSUNG HD503HI,465.8 GB,648,271,5663,$62.89*,10.3,Sep-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD503HI&id=158#price
SAMSUNG HD642JJ,596.2 GB,650,517,5659,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD642JJ&id=143#price
SAMSUNG HD752LJ,698.6 GB,682,5,5544,NA,NA,Oct-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD752LJ&id=18656#price
SAMSUNG HD752LJ,300 GB,618,1,5778,NA,NA,Jun-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD752LJ&id=1532#price
SAMSUNG HD753LJ,698.6 GB,610,661,5805,$75.00*,8.13,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD753LJ&id=381#price
SAMSUNG HD754JJ,683.9 GB,818,45,5256,NA,NA,Mar-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HD754JJ&id=1533#price
SAMSUNG HE103SJ,931.5 GB,863,22,5172,$157.95*,5.46,Dec-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HE103SJ&id=1534#price
SAMSUNG HE103UJ,931.5 GB,677,13,5566,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HE103UJ&id=922#price
SAMSUNG HE160HJ,149 GB,496,16,6163,$68.00*,7.29,May-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HE160HJ&id=813#price
SAMSUNG HE253GJ,232.8 GB,858,13,5180,$125.89*,6.82,Apr-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HE253GJ&id=4529#price
SAMSUNG HE502IJ,465.8 GB,583,8,5899,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HE502IJ&id=1535#price
SAMSUNG HE642JJ,596.2 GB,611,7,5800,NA,NA,Jun-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HE642JJ&id=5014#price
SAMSUNG HE753LJ,698.6 GB,549,1,5996,NA,NA,Jun-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HE753LJ&id=1536#price
SAMSUNG HM020GI,18.7 GB,169,6,7565,NA,NA,Oct-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM020GI&id=996#price
SAMSUNG HM040GI,37.3 GB,257,5,7234,NA,NA,Nov-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM040GI&id=6059#price
SAMSUNG HM040HI,15.6 GB,189,1,7491,NA,NA,May-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM040HI&id=1537#price
SAMSUNG HM040HI,37.3 GB,200,5,7430,NA,NA,Apr-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM040HI&id=18178#price
SAMSUNG HM060HI,51.1 GB,215,1,7372,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM060HI&id=1538#price
SAMSUNG HM060HI,55.9 GB,208,17,7404,NA,NA,Feb-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM060HI&id=17854#price
SAMSUNG HM060II,25.2 GB,191,1,7475,NA,NA,Jun-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM060II&id=1539#price
SAMSUNG HM080HC,74.5 GB,223,1,7342,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM080HC&id=1540#price
SAMSUNG HM080HI,14.6 GB,257,1,7236,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM080HI&id=1541#price
SAMSUNG HM080HI,74.5 GB,252,17,7246,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM080HI&id=17475#price
SAMSUNG HM080II,73 GB,182,1,7518,NA,NA,Apr-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM080II&id=1542#price
SAMSUNG HM080JI,58.6 GB,196,1,7450,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM080JI&id=1543#price
SAMSUNG HM080JI,74.5 GB,196,5,7451,NA,NA,Apr-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM080JI&id=18148#price
SAMSUNG HM100JC,30.2 GB,177,1,7535,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM100JC&id=1544#price
SAMSUNG HM100JC,93.2 GB,182,13,7520,NA,NA,Sep-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM100JC&id=18512#price
SAMSUNG HM100JI,93.2 GB,179,1,7526,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM100JI&id=1545#price
SAMSUNG HM100UI,931.5 GB,559,14,5965,$157.95*,3.54,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM100UI&id=2694#price
SAMSUNG HM120JC,111.8 GB,215,6,7370,NA,NA,Jan-14,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM120JC&id=18833#price
SAMSUNG HM120JC,39.2 GB,217,1,7365,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM120JC&id=1546#price
SAMSUNG HM120JI,111.8 GB,210,28,7395,NA,NA,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM120JI&id=17378#price
SAMSUNG HM120JI,30 GB,211,1,7383,NA,NA,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM120JI&id=1547#price
SAMSUNG HM121HC,111.8 GB,342,8,6909,NA,NA,Jan-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM121HC&id=17813#price
SAMSUNG HM121HC,55.9 GB,311,1,7078,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM121HC&id=1548#price
SAMSUNG HM121HI,99.2 GB,301,1,7125,NA,NA,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM121HI&id=1549#price
SAMSUNG HM121HI,111.8 GB,336,44,6943,NA,NA,Oct-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM121HI&id=17156#price
SAMSUNG HM121HJ,111.7 GB,404,12,6565,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM121HJ&id=1550#price
SAMSUNG HM160HC,24.4 GB,293,1,7154,$162.00*,1.81,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM160HC&id=1551#price
SAMSUNG HM160HC,149 GB,344,81,6898,NA,NA,Nov-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM160HC&id=17385#price
SAMSUNG HM160HI,149 GB,367,6,6770,$12.59*,29.16,Jan-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM160HI&id=1552#price
SAMSUNG HM160JC,39.1 GB,230,1,7317,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM160JC&id=1553#price
SAMSUNG HM160JI,142.1 GB,228,28,7322,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM160JI&id=1554#price
SAMSUNG HM161GI,148.9 GB,514,8,6104,$53.00*,9.7,Jul-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM161GI&id=1555#price
SAMSUNG HM161HI,149 GB,471,10,6264,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM161HI&id=2898#price
SAMSUNG HM16HJI,61 GB,253,1,7245,NA,NA,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM16HJI&id=1556#price
SAMSUNG HM250HI,232.9 GB,436,275,6403,$58.60*,7.44,Sep-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM250HI&id=590#price
SAMSUNG HM250HJ,232.9 GB,613,39,5788,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM250HJ&id=17538#price
SAMSUNG HM250HJ,218.2 GB,642,1,5685,$134.00*,4.79,Nov-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM250HJ&id=1557#price
SAMSUNG HM250JI,232.9 GB,325,90,7014,NA,NA,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM250JI&id=123#price
SAMSUNG HM251HI,232.9 GB,472,52,6260,$68.89*,6.85,Jul-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM251HI&id=345#price
SAMSUNG HM251JI,135.2 GB,289,1,7160,$157.95*,1.83,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM251JI&id=1558#price
SAMSUNG HM251JI,232.9 GB,328,73,7000,NA,NA,Oct-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM251JI&id=17227#price
SAMSUNG HM251JJ,232.9 GB,471,14,6263,NA,NA,Dec-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM251JJ&id=17616#price
SAMSUNG HM251JJ,208.9 GB,375,1,6730,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM251JJ&id=1559#price
SAMSUNG HM320HJ,298.1 GB,654,136,5643,$68.79*,9.51,Oct-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM320HJ&id=1560#price
SAMSUNG HM320II,100.1 GB,454,1,6336,$89.56*,5.07,Sep-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM320II&id=1561#price
SAMSUNG HM320II,298.1 GB,427,157,6440,NA,NA,Oct-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM320II&id=17097#price
SAMSUNG HM320JI,290.2 GB,356,106,6826,$39.99*,8.9,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM320JI&id=1562#price
SAMSUNG HM321HI,298.1 GB,541,17,6027,$19.59*,27.63,Apr-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM321HI&id=414#price
SAMSUNG HM321HX,298.1 GB,482,12,6211,NA,NA,Nov-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM321HX&id=6208#price
SAMSUNG HM400JI,372.6 GB,401,9,6582,NA,NA,Apr-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM400JI&id=18174#price
SAMSUNG HM400JI,29.9 GB,506,1,6129,NA,NA,Apr-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM400JI&id=1563#price
SAMSUNG HM400LI,372.6 GB,366,6,6779,NA,NA,Jan-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM400LI&id=3519#price
SAMSUNG HM500JI,465.8 GB,435,7,6408,$27.99*,15.56,Jul-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM500JI&id=426#price
SAMSUNG HM500JJ,465.8 GB,622,151,5763,$289.89*,2.15,Oct-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM500JJ&id=663#price
SAMSUNG HM500LI,465.8 GB,323,17,7027,NA,NA,Jan-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM500LI&id=17643#price
SAMSUNG HM500LI,416.1 GB,308,1,7089,NA,NA,Dec-08,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM500LI&id=1564#price
SAMSUNG HM501II,465.8 GB,477,103,6232,$26.59*,17.94,Jan-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM501II&id=915#price
SAMSUNG HM640JJ,581.5 GB,648,89,5665,$69.99*,9.26,Aug-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM640JJ&id=1565#price
SAMSUNG HM641JI,596.2 GB,585,8,5893,$32.99*,17.74,Mar-10,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HM641JI&id=246#price
SAMSUNG HN-M101MBB,931.5 GB,609,229,5806,$51.19*,11.9,Sep-11,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HN-M101MBB&id=293#price
SAMSUNG HN-M250MBB,232.9 GB,617,8,5780,NA,NA,Feb-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HN-M250MBB&id=3782#price
SAMSUNG HN-M320MBB,298.1 GB,410,28,6536,NA,NA,Oct-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HN-M320MBB&id=2283#price
SAMSUNG HN-M500M,465.8 GB,639,5,5696,NA,NA,Jan-13,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HN-M500M&id=3623#price
SAMSUNG HN-M500MBB,465.8 GB,633,25,5712,$64.41*,9.83,Jan-12,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG+HN-M500MBB&id=604#price
