SSD2SC240GD2DH16T-T,223.6 GB,"3,722",8,1799,NA,NA,Feb-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC240GD2DH16T-T&id=11407#price
SSD2SC48 0G1CS1754D117-51,447.1 GB,"3,263",14,2544,NA,NA,May-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC48+0G1CS1754D117-51&id=9581#price
SSD2SC48 0G1CS1754D117-53,447.1 GB,"3,386",8,2320,NA,NA,Jul-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC48+0G1CS1754D117-53&id=10049#price
SSD2SC48 0G1CS2754D117-51,447.1 GB,"3,446",12,2229,NA,NA,Mar-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC48+0G1CS2754D117-51&id=9305#price
SSD2SC48 0G5LC763C121S511,447.1 GB,"3,839",6,1630,NA,NA,Aug-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC48+0G5LC763C121S511&id=7904#price
SSD2SC480G1CS175,447.1 GB,"2,621",8,3501,NA,NA,Aug-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1CS175&id=10263#price
SSD2SC480G1CS1754D117-51,447.1 GB,"3,477",5,2184,NA,NA,Apr-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1CS1754D117-51&id=9428#price
SSD2SC480G1CS1754D117-514,447.1 GB,"3,609",6,1961,NA,NA,Mar-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1CS1754D117-514&id=9272#price
SSD2SC480G1CS1754D117-53,447.1 GB,"2,619",5,3505,NA,NA,May-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1CS1754D117-53&id=9673#price
SSD2SC480G1CS1754D117-533,447.1 GB,"2,966",78,3004,NA,NA,Apr-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1CS1754D117-533&id=9559#price
SSD2SC480G1CS2754D117-514,447.1 GB,"3,469",87,2196,NA,NA,Mar-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1CS2754D117-514&id=9226#price
SSD2SC480G1CS2754D117-533,447.1 GB,"3,789",27,1698,NA,NA,Oct-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1CS2754D117-533&id=10519#price
SSD2SC480G1LC763C104S331P,447.1 GB,"3,603",8,1975,NA,NA,Feb-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1LC763C104S331P&id=9084#price
SSD2SC480G1SA754D117-479,447.1 GB,"2,756",13,3309,NA,NA,Feb-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1SA754D117-479&id=9143#price
SSD2SC480G1SA754D117-499,447.1 GB,"3,020",8,2917,NA,NA,Nov-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1SA754D117-499&id=10866#price
SSD2SC480G1SA754D117-537,447.1 GB,"3,380",6,2331,NA,NA,Jan-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1SA754D117-537&id=8842#price
SSD2SC480G1SA754D117-542,447.1 GB,"3,699",12,1833,NA,NA,Feb-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G1SA754D117-542&id=9105#price
SSD2SC480G3SA754D117-531,447.1 GB,"3,594",12,1988,NA,NA,Nov-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G3SA754D117-531&id=8606#price
SSD2SC480G5LC726B104-298,447.1 GB,"2,797",6,3261,NA,NA,Sep-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G5LC726B104-298&id=8159#price
SSD2SC480G5LC763C121S511,447.1 GB,"2,253",26,3917,NA,NA,Jul-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G5LC763C121S511&id=7843#price
SSD2SC480G726A104-46827799,447.1 GB,"3,330",14,2426,NA,NA,Apr-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC480G726A104-46827799&id=7228#price
SSD2SC960G1CS2770D117-515,894.3 GB,"3,346",8,2399,NA,NA,Jul-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD2SC960G1CS2770D117-515&id=9937#price
SSD64G,59 GB,573,7,5925,NA,NA,Aug-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD64G&id=10253#price
SSD9SC12 0GCDA,111.8 GB,"2,794",6,3268,NA,NA,Jan-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD9SC12+0GCDA&id=6664#price
SSD9SC120GEDA,111.8 GB,"3,076",24,2827,$229.95*,13.38,Oct-12,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSD9SC120GEDA&id=2299#price
SSDPAMM0008G1,7.4 GB,89,1,7674,NA,NA,Mar-09,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPAMM0008G1&id=1650#price
SSDPE21D280GAD NVME INTEL 280GB,260.8 GB,"11,203",1,439,NA,NA,Sep-19,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPE21D280GAD+NVME+INTEL+280GB&id=24379#price
SSDPE21D960GAD NVME INTEL 960GB,894.3 GB,"19,627",1,128,NA,NA,Jan-20,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPE21D960GAD+NVME+INTEL+960GB&id=25421#price
SSDPEMKF010T8 NVMe INTEL 1024GB,953.9 GB,"14,455",5,268,NA,NA,Aug-19,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPEMKF010T8+NVMe+INTEL+1024GB&id=24183#price
SSDPEMKF512G8 NVMe INTEL 512GB,476.9 GB,"15,020",8,250,NA,NA,Aug-19,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPEMKF512G8+NVMe+INTEL+512GB&id=24180#price
SSDPR-CL100-120,111.8 GB,"2,397",22,3765,NA,NA,Aug-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CL100-120&id=16278#price
SSDPR-CL100-120-G2,111.8 GB,"2,413",29,3749,NA,NA,Apr-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CL100-120-G2&id=23372#price
SSDPR-CL100-240,223.6 GB,"2,611",9,3510,NA,NA,Aug-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CL100-240&id=16430#price
SSDPR-CL100-240-G2,223.6 GB,"2,539",26,3596,NA,NA,Feb-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CL100-240-G2&id=22906#price
SSDPR-CL100-480,447.1 GB,"3,040",5,2881,NA,NA,Dec-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CL100-480&id=22547#price
SSDPR-CL100-480-G2,447.1 GB,"3,735",13,1781,NA,NA,May-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CL100-480-G2&id=23606#price
SSDPR-CX200-240,223.6 GB,"1,863",5,4223,NA,NA,Jun-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CX200-240&id=16030#price
SSDPR-CX300-120,111.8 GB,"2,510",50,3630,NA,NA,May-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CX300-120&id=15988#price
SSDPR-CX300-240,223.6 GB,"3,228",60,2596,NA,NA,May-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CX300-240&id=15974#price
SSDPR-CX300-480,447.1 GB,"3,543",5,2069,NA,NA,Jan-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CX300-480&id=22800#price
SSDPR-CX400-128,119.2 GB,"4,285",9,1110,NA,NA,Apr-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CX400-128&id=23455#price
SSDPR-CX400-256,238.5 GB,"3,603",18,1972,NA,NA,Nov-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CX400-256&id=16752#price
SSDPR-CX400-512,476.9 GB,"3,350",9,2390,NA,NA,Mar-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR-CX400-512&id=23128#price
SSDPR_CX300_120,111.8 GB,"3,112",8,2778,NA,NA,Apr-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSDPR_CX300_120&id=15758#price
SSM28128GPTCB3B-S112611,119.2 GB,"3,923",11,1500,NA,NA,Dec-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSM28128GPTCB3B-S112611&id=22425#price
SSM28256GPTCB3B-S112612,238.5 GB,"4,275",58,1119,NA,NA,Dec-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SSM28256GPTCB3B-S112612&id=22453#price
STEC MACH16 M16ISD2,93.2 GB,"1,211",12,4748,NA,NA,Apr-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=STEC+MACH16+M16ISD2&id=7271#price
STEC P 16GB,14.3 GB,221,1,7348,NA,NA,Feb-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=STEC+P+16GB&id=1864#price
STEC P 8GB,7.1 GB,223,1,7343,NA,NA,Mar-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=STEC+P+8GB&id=1865#price
SU800BR3-256GB,238.5 GB,"4,912",1,807,NA,NA,Feb-20,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SU800BR3-256GB&id=25495#price
SUNEAST NVMe SSD 256GB,238.5 GB,"9,557",1,558,NA,NA,Oct-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+NVMe+SSD+256GB&id=16638#price
SUNEAST NVMe SSD 512GB,476.9 GB,"6,104",1,730,NA,NA,Nov-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+NVMe+SSD+512GB&id=24836#price
SUNEAST SE800 NGFF 120GB,111.8 GB,"3,659",1,1886,NA,NA,Sep-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SE800+NGFF+120GB&id=16592#price
SUNEAST SSD SE800 120GB,111.8 GB,"2,898",3,3114,NA,NA,Aug-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+120GB&id=16400#price
SUNEAST SSD SE800 1TB,953.9 GB,"2,013",1,4124,NA,NA,Jan-20,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+1TB&id=25367#price
SUNEAST SSD SE800 240GB,223.6 GB,"2,301",6,3876,NA,NA,Jul-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+240GB&id=16241#price
SUNEAST SSD SE800 256GB,238.5 GB,"2,891",4,3125,NA,NA,Aug-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+256GB&id=24222#price
SUNEAST SSD SE800 360GB,335.3 GB,"4,313",1,1086,NA,NA,Apr-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+360GB&id=23338#price
SUNEAST SSD SE800 512GB,476.9 GB,"3,999",1,1405,NA,NA,Sep-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+512GB&id=24447#price
SUNEAST SSD SE800 640GB,596.2 GB,"3,852",1,1610,NA,NA,Sep-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+640GB&id=24372#price
SUNEAST SSD SE800 mSATA 1TB,953.9 GB,"2,716",2,3362,NA,NA,Jul-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+mSATA+1TB&id=24054#price
SUNEAST SSD SE800 mSATA 256GB,238.5 GB,"1,807",1,4268,NA,NA,Dec-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+mSATA+256GB&id=24978#price
SUNEAST SSD SE800 mSATA 480GB,447.1 GB,"3,409",2,2287,NA,NA,Jul-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=SUNEAST+SSD+SE800+mSATA+480GB&id=24085#price
Super Talent FTM28GX25H,30.3 GB,902,1,5113,NA,NA,May-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Super+Talent+FTM28GX25H&id=1870#price
Super Talent FTM32GL25V,29.8 GB,790,5,5293,NA,NA,Oct-12,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=Super+Talent+FTM32GL25V&id=904#price
Super Talent FTM32GX25H,29.8 GB,724,1,5436,NA,NA,Apr-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Super+Talent+FTM32GX25H&id=1871#price
Super Talent FTM56GX25H,238.4 GB,"1,090",1,4885,NA,NA,Jun-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Super+Talent+FTM56GX25H&id=1872#price
Super Talent FTM6 4GX25H,59.6 GB,825,5,5240,NA,NA,Jun-14,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Super+Talent+FTM6+4GX25H&id=7493#price
Super Talent FTM64GX25H,59.6 GB,900,14,5117,NA,NA,May-09,HDD,https://www.harddrivebenchmark.net/hdd.php?hdd=Super+Talent+FTM64GX25H&id=1873#price
T-120,111.8 GB,"1,794",5,4276,NA,NA,Jan-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T-120&id=13557#price
T-128,118 GB,"1,877",7,4215,NA,NA,Feb-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T-128&id=13716#price
T-60,55.9 GB,912,9,5098,NA,NA,Jan-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T-60&id=13466#price
T-64,59.6 GB,"1,576",35,4437,NA,NA,Feb-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T-64&id=13704#price
T-FORCE 1TB,931.5 GB,"4,306",10,1093,$109.99 ,39.15,Jul-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T-FORCE+1TB&id=16212#price
T-FORCE 250GB,238.5 GB,"4,093",5,1305,$48.99*,83.56,Oct-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T-FORCE+250GB&id=16642#price
T-FORCE 500GB,465.8 GB,"4,444",7,991,$62.99 ,70.55,Nov-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T-FORCE+500GB&id=16841#price
T240,223.6 GB,"2,417",5,3745,NA,NA,Jun-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T240&id=12222#price
T60,55.9 GB,"1,023",9,4953,NA,NA,Feb-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=T60&id=11556#price
takeMS S SD UTX-2200 120G,111.8 GB,"3,140",5,2734,NA,NA,Dec-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=takeMS+S+SD+UTX-2200+120G&id=8802#price
takeMS SSD UTX-2200 120GB,111.8 GB,"2,965",7,3005,NA,NA,Nov-13,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=takeMS+SSD+UTX-2200+120GB&id=6234#price
takeMS SSD UTX-2200 240GB,223.6 GB,"3,263",6,2543,NA,NA,Jul-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=takeMS+SSD+UTX-2200+240GB&id=7807#price
takeMS SSD UTX-PO318 240GB,223.6 GB,"3,486",1,2165,NA,NA,Jul-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=takeMS+SSD+UTX-PO318+240GB&id=14428#price
TAMMUZ SSD,119.2 GB,"2,485",7,3661,NA,NA,Jan-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TAMMUZ+SSD&id=21675#price
TAMMUZ SSD,476.9 GB,"3,238",5,2584,NA,NA,Oct-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TAMMUZ+SSD&id=21515#price
TAMMUZ SSD,111.8 GB,"1,971",25,4163,NA,NA,Nov-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TAMMUZ+SSD&id=13106#price
TAMMUZ SSD,447.1 GB,"3,460",8,2213,NA,NA,Mar-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TAMMUZ+SSD&id=23120#price
TCSUNBOW M3 240GB,223.6 GB,"3,509",1,2135,NA,NA,Mar-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+M3+240GB&id=23248#price
TCSUNBOW N4 120GB,111.8 GB,"3,486",6,2167,NA,NA,Jul-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+N4+120GB&id=16191#price
TCSUNBOW N4 240GB,223.6 GB,"3,385",21,2321,NA,NA,Aug-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+N4+240GB&id=16304#price
TCSUNBOW N8 120GB,111.8 GB,"2,130",1,4042,NA,NA,Oct-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+N8+120GB&id=24695#price
TCSUNBOW N8 240GB,223.6 GB,"4,403",8,1015,NA,NA,Dec-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+N8+240GB&id=16921#price
TCSUNBOW X1 32GB,29.8 GB,"1,596",4,4420,NA,NA,Jul-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+X1+32GB&id=16243#price
TCSUNBOW X3 120GB,111.8 GB,"3,282",7,2511,NA,NA,Oct-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+X3+120GB&id=14838#price
TCSUNBOW X3 240GB,223.6 GB,"3,355",7,2377,NA,NA,Jan-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+X3+240GB&id=15248#price
TCSUNBOW X5 120GB,111.8 GB,"4,178",6,1213,NA,NA,Nov-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TCSUNBOW+X5+120GB&id=14946#price
TEAM A1 SSD 60GB,59.6 GB,"1,424",1,4554,NA,NA,Mar-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+A1+SSD+60GB&id=7092#price
TEAM L2 SSD 32GB,29.8 GB,"1,470",2,4516,NA,NA,May-13,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L2+SSD+32GB&id=4720#price
TEAM L2 SSD 64GB,59.6 GB,980,4,5005,NA,NA,Jul-13,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L2+SSD+64GB&id=5236#price
TEAM L3 EVO SSD 120GB,111.8 GB,"2,416",62,3747,NA,NA,Apr-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L3+EVO+SSD+120GB&id=11962#price
TEAM L3 EVO SSD 240GB,223.6 GB,"3,199",25,2638,$57.99*,55.16,Sep-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L3+EVO+SSD+240GB&id=10415#price
TEAM L3 EVO SSD 480GB,447.1 GB,"4,185",7,1199,NA,NA,Apr-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L3+EVO+SSD+480GB&id=11924#price
TEAM L3 SSD 120GB,111.8 GB,"1,937",107,4183,$39.99*,48.44,Mar-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L3+SSD+120GB&id=6922#price
TEAM L3 SSD 480GB,447.1 GB,"3,422",1,2264,NA,NA,Dec-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L3+SSD+480GB&id=15088#price
TEAM L3 SSD 60GB,55.9 GB,"1,656",22,4380,$199.99*,8.28,Mar-14,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L3+SSD+60GB&id=7064#price
TEAM L5 3D 120GB,111.8 GB,"3,521",2,2110,NA,NA,Aug-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+3D+120GB&id=14571#price
TEAM L5 3D 240GB,223.6 GB,"3,665",18,1876,$49.99*,73.31,Dec-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+3D+240GB&id=15176#price
TEAM L5 3D 480GB,447.1 GB,"4,300",1,1095,NA,NA,Feb-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+3D+480GB&id=15444#price
Team L5 lite 60GB SSD,55.9 GB,"1,760",2,4307,NA,NA,Mar-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=Team+L5+lite+60GB+SSD&id=15547#price
TEAM L5 LITE SSD 120GB,111.8 GB,"2,409",59,3757,$24.99*,96.4,Mar-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+LITE+SSD+120GB&id=13969#price
TEAM L5 LITE SSD 240GB,223.6 GB,"3,418",33,2270,$34.99*,97.69,May-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+LITE+SSD+240GB&id=14243#price
TEAM L5 LITE SSD 480GB,447.1 GB,"4,833",1,824,NA,NA,Jul-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+LITE+SSD+480GB&id=14439#price
TEAM L5 LITE SSD 60GB,55.9 GB,"1,777",6,4289,NA,NA,May-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+LITE+SSD+60GB&id=14272#price
TEAM L5 SSD 240GB,223.6 GB,"3,123",27,2763,$69.99*,44.62,Sep-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L5+SSD+240GB&id=10346#price
TEAM L7 EVO SSD 120GG,111.8 GB,"1,657",5,4379,NA,NA,Oct-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L7+EVO+SSD+120GG&id=14855#price
TEAM L7 EVO SSD 240GB,223.6 GB,"1,444",16,4539,NA,NA,Sep-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+L7+EVO+SSD+240GB&id=12810#price
TEAM M4P SSD 128GB,119.2 GB,"2,462",1,3698,NA,NA,Dec-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+M4P+SSD+128GB&id=15109#price
TEAM M4PS5 SSD 256GB,238.5 GB,"4,018",1,1377,NA,NA,Jul-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+M4PS5+SSD+256GB&id=16168#price
TEAM M8FP2 480GB,447.1 GB,"11,595",10,407,NA,NA,Aug-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+M8FP2+480GB&id=14612#price
TEAM M8P SSD 128GB,119.2 GB,"3,584",6,2008,NA,NA,Nov-15,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+M8P+SSD+128GB&id=10853#price
TEAM M8P SSD 256GB,238.4 GB,"3,625",2,1932,NA,NA,Dec-16,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+M8P+SSD+256GB&id=13346#price
TEAM M8P SSD 512GB,476.9 GB,"3,679",2,1860,NA,NA,Jun-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+M8P+SSD+512GB&id=14352#price
TEAM M8PS5 SSD 128GB,119.2 GB,"2,825",3,3219,NA,NA,Feb-17,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+M8PS5+SSD+128GB&id=13847#price
TEAM SSD 240GB,223.6 GB,"3,609",3,1963,NA,NA,Mar-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+SSD+240GB&id=15628#price
TEAM T2535T120G,111.8 GB,"2,246",6,3924,NA,NA,Jun-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T2535T120G&id=16031#price
TEAM T2535T240G,223.6 GB,"3,192",43,2650,NA,NA,Apr-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T2535T240G&id=15837#price
TEAM T2535T480G,447.1 GB,"3,227",14,2598,NA,NA,Jul-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T2535T480G&id=16217#price
TEAM T253LE120G,111.8 GB,"3,326",7,2432,NA,NA,Jun-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253LE120G&id=16074#price
TEAM T253LE240G,223.6 GB,"4,009",7,1392,NA,NA,Aug-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253LE240G&id=16424#price
TEAM T253TD001T,931.5 GB,"3,947",5,1482,NA,NA,Sep-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253TD001T&id=24519#price
TEAM T253TD240G,223.6 GB,"3,769",8,1721,NA,NA,Jun-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253TD240G&id=23860#price
TEAM T253TD480G,447.1 GB,"3,607",17,1966,NA,NA,May-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253TD480G&id=23637#price
TEAM T253X1120G,111.8 GB,"3,279",6,2515,NA,NA,Jun-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253X1120G&id=23787#price
TEAM T253X1240G,223.6 GB,"3,466",6,2202,NA,NA,May-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253X1240G&id=23675#price
TEAM T253X1480G,447.1 GB,"3,575",6,2023,NA,NA,Jun-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253X1480G&id=23853#price
TEAM T253X2256G,238.5 GB,"3,433",10,2250,NA,NA,Jul-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253X2256G&id=23940#price
TEAM T253X2512G,476.9 GB,"3,620",11,1939,NA,NA,Jun-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+T253X2512G&id=23765#price
TEAM TM8FP2240G,223.6 GB,"13,700",5,305,NA,NA,Jun-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+TM8FP2240G&id=16027#price
TEAM TM8FP3256G,238.5 GB,"8,213",5,629,NA,NA,Oct-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+TM8FP3256G&id=16735#price
TEAM TM8FP4512G,476.9 GB,"20,743",12,107,NA,NA,Apr-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+TM8FP4512G&id=23444#price
TEAM TM8PS7128G,119.2 GB,"2,890",6,3127,NA,NA,Mar-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+TM8PS7128G&id=23210#price
TEAM TM8PS7256G,238.5 GB,"3,518",14,2115,NA,NA,Nov-18,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+TM8PS7256G&id=16761#price
TEAM TM8PS7512G,476.9 GB,"3,379",6,2333,NA,NA,Jan-19,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+TM8PS7512G&id=22796#price
TEAM XS1 SSD,111.8 GB,"1,677",9,4363,NA,NA,Apr-11,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+XS1+SSD&id=1874#price
TEAM XS2 SSD,55.9 GB,"1,717",11,4340,NA,NA,Feb-13,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+XS2+SSD&id=17859#price
TEAM XS2 SSD,111.8 GB,"2,085",46,4075,NA,NA,Nov-12,SSD,https://www.harddrivebenchmark.net/hdd.php?hdd=TEAM+XS2+SSD&id=2734#price
